"morandin.ogg","module","blast2GOannotation"
"EOG7T215C",2,"hypothetical protein SINV_13313"
"EOG7T216D",2,"hypothetical protein SINV_10838"
"EOG7T4WDM",2,"Putative ATP-dependent RNA helicase me31b"
"EOG7TBMWH",2,"hypothetical protein SINV_05743"
"EOG7TFH4W",2,"hypothetical protein SINV_06469"
"EOG7TN7N4",2,"ATP-binding cassette sub-family E member 1"
"EOG7TV033",2,"hypothetical protein EAG_03125"
"EOG7TXVBF",2,"Uncharacterized protein KIAA0152"
"EOG7V1QJP",2,"PREDICTED: hypothetical protein LOC100744229"
"EOG7V1QK9",2,"hypothetical protein SINV_01387"
"EOG7V4KSK",2,"Alanyl-tRNAsynthetase,cytoplasmic"
"EOG7VJ2R9",2,"hypothetical protein SINV_10362"
"EOG7VMZ0J",2,"CytochromeP450302a1,mitochondrial"
"EOG7VMZ0K",2,"SH3 domain-containing kinase-binding protein 1"
"EOG7W495W",2,"RNA exonuclease 1-like protein"
"EOG7W496G",2,"hypothetical protein EAG_02801"
"EOG7WDWX5",2,"Signal peptide peptidase-like 3"
"EOG7WQHMH",2,"Putative N-acetylglucosamine-6-phosphate deacetylase"
"EOG7WTCVQ",2,"hypothetical protein EAG_08337"
"EOG7WX847",2,"hypothetical protein G5I_03795"
"EOG7X14BN",2,"Acyl-CoA Delta(11) desaturase"
"EOG7XDM9K",2,"hypothetical protein SINV_07389"
"EOG7XHGJ3",2,"Peroxisome biogenesis factor 1"
"EOG7XMBRW",2,"Brother of CDO"
"EOG7XMBSF",2,"hypothetical protein SINV_11862"
"EOG7XQ70Z",2,"Probable ATP-dependent RNA helicase DDX10"
"EOG7XT37Q",2,"hypothetical protein SINV_11205"
"EOG7XT37S",2,"hypothetical protein SINV_02770"
"EOG7XT37V",2,"Mitochondrial tumor suppressor 1-like protein"
"EOG7XT37X",2,"RNA-binding protein 12"
"EOG7XT382",2,"Protocadherin Fat 4"
"EOG7XWZH8",2,"Transcription elongation factor A protein 1"
"EOG7ZSSN2",2,"Mannosyl-oligosaccharide glucosidase"
"EOG7ZWNVX",2,"hypothetical protein SINV_03894"
"EOG7ZWNW6",2,"PDZ domain-containing protein 2"
"EOG703DB1",3,"ADAM 11"
"EOG7068KH",3,"hypothetical protein SINV_06893"
"EOG7068KX",3,"hypothetical protein SINV_01617"
"EOG70PMS2",3,"Juvenile hormone epoxide hydrolase 2"
"EOG7107H4",3,"40S ribosomal protein SA"
"EOG71KFX1",3,"hypothetical protein SINV_07073"
"EOG72K59B",3,"hypothetical protein SINV_00589"
"EOG73C479",3,"hypothetical protein SINV_13688"
"EOG73NQXP",3,"hypothetical protein SINV_06162"
"EOG73RM60",3,"hypothetical protein EAG_16062"
"EOG73RM64",3,"Cuticle protein 6"
"EOG73RM6F",3,"Muscle-specific protein 20"
"EOG73ZBNT",3,"Putative cytochrome P450 6a20"
"EOG74BTMW",3,"hypothetical protein SINV_02896"
"EOG764GX5",3,"Protein DDI1-like protein 2"
"EOG76B7CK",3,"hypothetical protein SINV_07735"
"EOG76F3MS",3,"hypothetical protein SINV_12227"
"EOG76HZVK",3,"Myosin-M heavy chain"
"EOG7772JJ",3,"Rhodopsin"
"EOG77QDRM",3,"Dehydrogenase/reductase SDR family member 11"
"EOG783WPF",3,"Endoplasmic reticulum metallopeptidase"
"EOG786RXQ",3,"hypothetical protein SINV_10888"
"EOG789N5D",3,"hypothetical protein EAI_00660"
"EOG78M7WM",3,"Twitchin"
"EOG78Q441",3,"Tolloid-like protein 2"
"EOG79D6SK",3,"PREDICTED:paramyosin,longform-like"
"EOG7B65R9",3,"U6 snRNA-associated Sm-like protein LSm6"
"EOG7C04MP",3,"hypothetical protein SINV_05488"
"EOG7C04MS",3,"Protein scarlet"
"EOG7C30VC",3,"hypothetical protein SINV_00617"
"EOG7C8RC4",3,"hypothetical protein SINV_03732"
"EOG7CZV0W",3,"hypothetical protein SINV_13736"
"EOG7DK2G2",3,"Putative odorant receptor 13a"
"EOG7F58W7",3,"Elongation factor 1-alpha"
"EOG7F854V",3,"TPR domain protein"
"EOG7FNN2N",3,"hypothetical protein SINV_02826"
"EOG7GXZ60",3,"hypothetical protein SINV_01115"
"EOG7HJ5MF",3,"GTP-binding protein ARD-1"
"EOG7J1HV1",3,"Gol n subfamily A member 7B"
"EOG7JB4JW",3,"hypothetical protein SINV_09534"
"EOG7K176D",3,"hypothetical protein SINV_11572"
"EOG7KHKDP",3,"Calmodulin"
"EOG7MDDJR",3,"hypothetical protein SINV_08011"
"EOG7MM51Z",3,"cyclophilin-like protein"
"EOG7N0N08",3,"hypothetical protein SINV_05018"
"EOG7N3H76",3,"PREDICTED: clavesin-2-like"
"EOG7N6CG4",3,"hypothetical protein SINV_09673"
"EOG7PPF2Q",3,"hypothetical protein EAG_04639"
"EOG7R2MCS",3,"Protein turtle-like protein A"
"EOG7RZFJH",3,"COP9 signalosome complex subunit 4"
"EOG7S8294",3,"endonuclease-reverse transcriptase"
"EOG7SNJ7D",3,"PREDICTED: 60S ribosomal protein L11-like"
"EOG7TV02V",3,"Vesicle-fusing ATPase 1"
"EOG7TV03J",3,"hypothetical protein SINV_11329"
"EOG7V7G27",3,"Uronyl 2-sulfotransferase"
"EOG7VF6HC",3,"hypothetical protein SINV_04513"
"EOG7W4961",3,"Sorbin and SH3 domain-containing protein"
"EOG7WDWWZ",3,"Forkhead box protein N3"
"EOG7WMND5",3,"hypothetical protein SINV_14804"
"EOG7WTCV9",3,"hypothetical protein SINV_08074"
"EOG7Z6K6X",3,"Splicing factor U2AF 50 kDa subunit"
"EOG718V71",4,"Nuclear protein NP60-like protein"
"EOG738806",4,"hypothetical protein SINV_15391"
"EOG74R9JQ",4,"hypothetical protein SINV_07873"
"EOG76B7CS",4,"Gol phosphoprotein 3"
"EOG76F3MQ",4,"hypothetical protein SINV_80320"
"EOG78T0BW",4,"hypothetical protein SINV_11603"
"EOG79KZ8K",4,"hypothetical protein SINV_13366"
"EOG7CVZRZ",4,"hypothetical protein SINV_80196"
"EOG7D8FQJ",4,"Ras GTPase-activating protein 1"
"EOG7J4D2T",4,"hypothetical protein SINV_06555"
"EOG7JTGQD",4,"Dynamin"
"EOG7K176G",4,"Nuclear receptor-binding protein"
"EOG7K9TXF",4,"UPF0586 protein C9orf41-like protein"
"EOG7M9J98",4,"Lysine-specific demethylase 5A"
"EOG7M9JB6",4,"PREDICTED: FK506-binding protein 2-like"
"EOG7NKVDC",4,"Polycomb protein Sfmbt"
"EOG7NSKWB",4,"PREDICTED: transcription initiation factor TFIID subunit 1"
"EOG7QP4F6",4,"Zinc finger protein jing-like protein"
"EOG7R5GMH",4,"Remodeling and spacing factor 1"
"EOG7RNTT8",4,"hypothetical protein SINV_09102"
"EOG7RNTTK",4,"KDEL motif-containing protein 1"
"EOG7RVK96",4,"hypothetical protein SINV_15581"
"EOG7RZFJ9",4,"hypothetical protein SINV_03435"
"EOG7S561C",4,"hypothetical protein SINV_02824"
"EOG7SBXHP",4,"Protein charybde"
"EOG7VMZ0F",4,"hypothetical protein SINV_10966"
"EOG7W4967",4,"hypothetical protein SINV_15582"
"EOG7XDM8V",4,"hypothetical protein G5I_11468"
"EOG7XQ70S",4,"hypothetical protein SINV_12970"
"EOG7Z0TQF",4,"hypothetical protein SINV_00390"
"EOG7ZH5XF",4,"hypothetical protein SINV_11590"
"EOG7068KV",5,"Homeobox protein MOX-2"
"EOG70PMSP",5,"39SribosomalproteinL27,mitochondrial"
"EOG7133QC",5,"hypothetical protein SINV_80541"
"EOG71CQFV",5,"hypothetical protein EAG_15413"
"EOG71ZXW9",5,"PREDICTED: GMP reductase 1-like"
"EOG728JMJ",5,"hypothetical protein SINV_16297"
"EOG72VS1P",5,"hypothetical protein SINV_12839"
"EOG732HHG",5,"Probable RNA-binding protein orb2"
"EOG732HHH",5,"BTB/POZ domain-containing protein KCTD10"
"EOG732HHM",5,"hypothetical protein SINV_14438"
"EOG73880T",5,"hypothetical protein SINV_00306"
"EOG73NQXK",5,"Kinesin-like protein KIF23"
"EOG73ZBNB",5,"hypothetical protein SINV_04618"
"EOG74534M",5,"hypothetical protein SINV_11136"
"EOG75J8G4",5,"PREDICTED: ubiquitin-conjugating enzyme E2 L3-like"
"EOG77DT12",5,"hypothetical protein SINV_12313"
"EOG77T8ZW",5,"Cytochrome P450 307a1"
"EOG783WPZ",5,"hypothetical protein SINV_11129"
"EOG78DHDX",5,"hypothetical protein SINV_08253"
"EOG78M7WC",5,"Coiled-coil domain-containing protein 93"
"EOG793M3D",5,"Zinc finger protein KIAA0543"
"EOG79D6T6",5,"hypothetical protein EAG_05216"
"EOG79KZ8R",5,"hypothetical protein SINV_04484"
"EOG79WK09",5,"hypothetical protein SINV_00172"
"EOG79WK15",5,"Adenine phosphoribosyltransferase"
"EOG7CP79G",5,"Putative serine/threonine-protein kinase haspin-like protein"
"EOG7CVZSK",5,"Cysteine string protein"
"EOG7CZV0X",5,"Tubulin polyglutamylase TTLL13"
"EOG7F58WQ",5,"Ovarian cancer-associated gene 2 protein-like protein"
"EOG7FRH9Z",5,"hypothetical protein SINV_02964"
"EOG7GR6Q0",5,"hypothetical protein SINV_11417"
"EOG7GV2Z0",5,"SET and MYND domain-containing protein 4"
"EOG7HBF51",5,"hypothetical protein SINV_11123"
"EOG7HN1V1",5,"Cadherin-23"
"EOG7HN1W4",5,"hypothetical protein G5I_12947"
"EOG7HXNK4",5,"Uncharacterized protein C19orf29"
"EOG7J1HV6",5,"hypothetical protein EAG_11517"
"EOG7J4D21",5,"Protein notum-like protein"
"EOG7JHW1S",5,"Copiaprotein,partial"
"EOG7JXC0W",5,"reverse transcriptase"
"EOG7KDQ4X",5,"hypothetical protein SINV_04621"
"EOG7KHKD6",5,"hypothetical protein SINV_08456"
"EOG7KQ9VP",5,"DNA-directedRNApolymerase,mitochondrial"
"EOG7KT63T",5,"Kazrin"
"EOG7M9J9K",5,"hypothetical protein SINV_13494"
"EOG7MH8SG",5,"Cysteine-rich protein 1"
"EOG7MQ18R",5,"UBX domain-containing protein 1"
"EOG7N6CG2",5,"Liprin-beta-1"
"EOG7ND3Z1",5,"hypothetical protein SINV_04717"
"EOG7NPQNM",5,"PREDICTED: probable sodium/potassium/calcium exchanger CG1090-like"
"EOG7P36M7",5,"Voltage-dependent calcium channel subunit alpha-2/delta-3"
"EOG7P8Z34",5,"hypothetical protein SINV_06973"
"EOG7PW5JH",5,"hypothetical protein SINV_15039"
"EOG7Q5S7J",5,"U3 small nucleolar RNA-associated protein 6-like protein"
"EOG7Q5S80",5,"hypothetical protein G5I_02901"
"EOG7QCHR2",5,"hypothetical protein SINV_00238"
"EOG7QGCZR",5,"ecdysone receptor A isoform"
"EOG7QS0P7",5,"TNF receptor-associated factor 4"
"EOG7QS0PM",5,"PREDICTED: similar to rac gtpase"
"EOG7QZR55",5,"Macrophage erythroblast attacher"
"EOG7R8BVN",5,"Ring canal kelch-like protein"
"EOG7RRQ2H",5,"Sodium/potassium/calcium exchanger 4"
"EOG7RZFJJ",5,"Zinc finger protein 235"
"EOG7SJNZR",5,"Sorting nexin-25"
"EOG7T215H",5,"WD repeat-containing protein 22"
"EOG7T4WDX",5,"hypothetical protein SINV_03749"
"EOG7T4WF8",5,"Transcription initiation factor TFIID subunit 12"
"EOG7TFH52",5,"PREDICTED: hypothetical protein LOC100117896"
"EOG7TJCC0",5,"hypothetical protein SINV_11824"
"EOG7TN7MJ",5,"hypothetical protein SINV_00811"
"EOG7TR3VN",5,"Beta-lactamase-like protein LOC255374-like protein"
"EOG7VMZ16",5,"Translocon-associated protein subunit gamma"
"EOG7VTPH3",5,"hypothetical protein SINV_05525"
"EOG7VXJQH",5,"hypothetical protein EAG_01123"
"EOG7XMBSM",5,"UPF0405 protein C3orf75-like protein"
"EOG7XT385",5,"RuvB-like 1"
"EOG7Z0TRH",5,"hypothetical protein SINV_12204"
"EOG7Z6K73",5,"hypothetical protein EAG_01858"
"EOG7ZD9PZ",5,"Guanine nucleotide-binding protein subunit gamma-1"
"EOG700J3D",6,"Ectonucleotide pyrophosphatase/phosphodiesterase family member 4"
"EOG7068K7",6,"Tetratricopeptide repeat protein 8"
"EOG7094TF",6,"hypothetical protein SINV_00334"
"EOG70D121",6,"Coiled-coil and C2 domain-containing protein 1-like"
"EOG70PMS5",6,"Transmembrane protein 189"
"EOG70SH1P",6,"UPF0693 protein C10orf32-like protein"
"EOG7133R1",6,"hypothetical protein SINV_11258"
"EOG715ZZD",6,"Nose resistant to fluoxetine protein 6"
"EOG71CQFK",6,"Innexin inx2"
"EOG71GKPC",6,"WW domain-containing adapter protein with coiled-coil"
"EOG71KFXC",6,"hypothetical protein SINV_09539"
"EOG71KFXZ",6,"hypothetical protein SINV_00645"
"EOG71PB56",6,"hypothetical protein SINV_08037"
"EOG725PC3",6,"Putative carbonic anhydrase-like protein 2"
"EOG72G92S",6,"Replicase polyprotein 1a"
"EOG72K59F",6,"hypothetical protein SINV_01447"
"EOG7387ZT",6,"hypothetical protein SINV_14574"
"EOG73C475",6,"Parathyroid hormone/parathyroid hormone-related peptide receptor"
"EOG73G0G6",6,"Protein cereblon"
"EOG73G0GH",6,"hypothetical protein SINV_02730"
"EOG73NQXG",6,"hypothetical protein SINV_80901"
"EOG73ZBNK",6,"hypothetical protein SINV_06026"
"EOG7426X6",6,"hypothetical protein EAG_13538"
"EOG74535H",6,"THAPdomain-containingprotein,partial"
"EOG747ZCT",6,"hypothetical protein SINV_05030"
"EOG74V5T1",6,"hypothetical protein SINV_00922"
"EOG74V5TT",6,"hypothetical protein EAG_01077"
"EOG751X9B",6,"Putative phosphatidate phosphatase"
"EOG757NRV",6,"Phosphatidatecytidylyltransferase,photoreceptor-specific"
"EOG757NS5",6,"hypothetical protein SINV_06181"
"EOG75FD7C",6,"PREDICTED: protein transport protein Sec23A-like"
"EOG75FD7W",6,"PREDICTED: uncharacterized protein LOC100881968"
"EOG75FD86",6,"Motile sperm domain-containing protein 1"
"EOG75N4QC",6,"Prestin"
"EOG75N4QX",6,"Phosducin-like protein"
"EOG75R0ZJ",6,"hypothetical protein SINV_06709"
"EOG75XRDW",6,"Serine/threonine-protein kinase N2"
"EOG75XRFV",6,"hypothetical protein SINV_08066"
"EOG761MPK",6,"Chloride intracellular channel exc-4"
"EOG767C5M",6,"High mobility group protein DSP1"
"EOG76F3NM",6,"UPF0545 protein C22orf39-like protein"
"EOG76HZWB",6,"Probable multisynthetase complex auxiliary component p38"
"EOG76HZWH",6,"Dihydrofolate reductase"
"EOG76MV4K",6,"hypothetical protein EAG_12533"
"EOG76TKM3",6,"AN1-type zinc finger protein 1"
"EOG76XFV3",6,"UPF0453 protein C12orf44-like protein"
"EOG771B25",6,"hypothetical protein SINV_10169"
"EOG771B2J",6,"Broad-complex core protein isoform 6"
"EOG77469X",6,"Serine proteinase stubble"
"EOG7772JZ",6,"Presqualene diphosphate phosphatase"
"EOG77HP8Q",6,"hypothetical protein SINV_13673"
"EOG77QDRC",6,"hypothetical protein SINV_80065"
"EOG7811GB",6,"hypothetical protein SINV_04952"
"EOG7811GT",6,"PREDICTED: ER membrane protein complex subunit 6-like"
"EOG783WPV",6,"hypothetical protein EAG_04327"
"EOG786RXD",6,"PREDICTED: LOW QUALITY PROTEIN: wolframin-like"
"EOG789N66",6,"hypothetical protein SINV_00213"
"EOG78HCN3",6,"hypothetical protein SINV_80112"
"EOG78HCNT",6,"hypothetical protein SINV_04502"
"EOG78M7WJ",6,"hypothetical protein SINV_05102"
"EOG796GBM",6,"hypothetical protein EAG_10120"
"EOG799BJP",6,"Coiled-coil domain-containing protein 108"
"EOG79D6TB",6,"Gol SNAP receptor complex member 1"
"EOG79H31S",6,"hypothetical protein SINV_09125"
"EOG79SPRF",6,"U6 snRNA-associated Sm-like protein LSm7"
"EOG7B0F7D",6,"Putative ferric-chelate reductase 1-like protein"
"EOG7B39GM",6,"Cyclin-related protein FAM58A"
"EOG7BCX6H",6,"hypothetical protein SINV_08320"
"EOG7BGSFK",6,"hypothetical protein G5I_07121"
"EOG7C04MN",6,"Serine/threonine-protein kinase PAK 1"
"EOG7CP798",6,"hypothetical protein SINV_03567"
"EOG7CP79B",6,"Pin2-interacting protein X1"
"EOG7CP79N",6,"hypothetical protein SINV_01052"
"EOG7D8FQW",6,"hypothetical protein SINV_09055"
"EOG7DCB0J",6,"hypothetical protein SINV_12016"
"EOG7DG672",6,"hypothetical protein SINV_09145"
"EOG7DRSX4",6,"ER degradation-enhancing alpha-mannosidase-like 3"
"EOG7DVP5V",6,"hypothetical protein SINV_13403"
"EOG7FRH9W",6,"hypothetical protein SINV_00733"
"EOG7FRHB5",6,"Midnolin-A"
"EOG7G2417",6,"Tyrosine-protein phosphatase Lar"
"EOG7G241J",6,"PREDICTED: ras-related protein Rab-30-like isoform 1"
"EOG7G7VHB",6,"hypothetical protein SINV_11784"
"EOG7G7VHZ",6,"PREDICTED: 40S ribosomal protein S23"
"EOG7GFM0D",6,"Translocon-associated protein subunit gamma"
"EOG7GJG7C",6,"hypothetical protein SINV_09602"
"EOG7GJG7S",6,"Electron transfer flavoprotein subunit beta"
"EOG7GNBFT",6,"Uncharacterized protein C10orf118-like protein"
"EOG7GNBG1",6,"hypothetical protein SINV_08756"
"EOG7GR6Q4",6,"Exonuclease 1"
"EOG7GR6QT",6,"Uncharacterized protein C11orf46-like protein"
"EOG7H1TDX",6,"Kelch repeat domain-containing protein KIAA0265-like protein"
"EOG7HN1V2",6,"hypothetical protein SINV_15297"
"EOG7J1HTG",6,"hypothetical protein SINV_11545"
"EOG7J788X",6,"Ankyrin repeat and LEM domain-containing protein 2"
"EOG7JF0RW",6,"hypothetical protein SINV_04472"
"EOG7JHW18",6,"hypothetical protein SINV_01173"
"EOG7JHW1G",6,"Dual specificity protein phosphatase CDC14A"
"EOG7JMR7N",6,"hypothetical protein SINV_10474"
"EOG7JQMGF",6,"Protein BCL9-like protein"
"EOG7K43FT",6,"hypothetical protein EAG_02547"
"EOG7K6ZPG",6,"Casein kinase I isoform gamma-3"
"EOG7K6ZPS",6,"Proteasome activator complex subunit 3"
"EOG7K9TXM",6,"Programmed cell death protein 2-like"
"EOG7KHKDT",6,"Transient receptor potential-gamma protein"
"EOG7KT64P",6,"hypothetical protein EAG_09538"
"EOG7M9J9S",6,"hypothetical protein SINV_10510"
"EOG7MDDK7",6,"Small nuclear ribonucleoprotein-associated protein B"
"EOG7N3H6Q",6,"hypothetical protein SINV_80256"
"EOG7ND3ZF",6,"hypothetical protein SINV_05217"
"EOG7NSKWK",6,"hypothetical protein SINV_14534"
"EOG7NSKXF",6,"hypothetical protein SINV_08325"
"EOG7NWG49",6,"Kelch-like protein 10"
"EOG7NWG52",6,"hypothetical protein G5I_03309"
"EOG7P36MS",6,"Beta-1,4-galactosyltransferase7"
"EOG7PCTBM",6,"Mitochondrial 2-oxodicarboxylate carrier"
"EOG7PKJTC",6,"hypothetical protein SINV_02451"
"EOG7PS98R",6,"hypothetical protein EAG_11362"
"EOG7PS98V",6,"hypothetical protein SINV_00891"
"EOG7PS99P",6,"hypothetical protein EAG_08120"
"EOG7Q01S2",6,"Transcription initiation factor IIB"
"EOG7Q5S7Q",6,"Mannose-6-phosphate isomerase"
"EOG7QP4FV",6,"PREDICTED: hypothetical protein LOC551973"
"EOG7QVVZ3",6,"hypothetical protein SINV_00064"
"EOG7R2MCR",6,"hypothetical protein SINV_01292"
"EOG7R2MDN",6,"hypothetical protein SINV_14963"
"EOG7R8BW9",6,"Nucleoside diphosphate kinase-like protein 5"
"EOG7RC73F",6,"hypothetical protein SINV_05239"
"EOG7RC73H",6,"hypothetical protein SINV_15685"
"EOG7RG3BV",6,"hypothetical protein G5I_01529"
"EOG7RG3BZ",6,"Transmembrane protein 53"
"EOG7RJZKJ",6,"Death domain-associated protein 6"
"EOG7RRQ2R",6,"Clusterin-associated protein 1"
"EOG7RVK9Q",6,"Mitogen-activated protein kinase 14B"
"EOG7S561R",6,"Isthmin"
"EOG7S827T",6,"hypothetical protein SINV_04347"
"EOG7SZ4Z4",6,"MAD2L1-binding protein"
"EOG7T215K",6,"hypothetical protein SINV_16000"
"EOG7T2168",6,"Ras-related protein M-Ras"
"EOG7T7RP5",6,"hypothetical protein SINV_13930"
"EOG7TR3V1",6,"Serine/threonine-protein kinase Ial"
"EOG7TR3VB",6,"hypothetical protein SINV_00169"
"EOG7V1QK8",6,"Phytanoyl-CoA dioxygenase domain-containing protein 1-like protein"
"EOG7VBB9C",6,"hypothetical protein SINV_01453"
"EOG7VF6HS",6,"Zinc carboxypeptidase A 1"
"EOG7VTPGX",6,"hypothetical protein G5I_06533"
"EOG7W1DZM",6,"hypothetical protein EAG_16238"
"EOG7WB1PC",6,"hypothetical protein EAG_11441"
"EOG7WB1PN",6,"Transmembrane protein C9orf7"
"EOG7WHS5P",6,"hypothetical protein SINV_10840"
"EOG7WTCVZ",6,"Dentin matrix protein 4"
"EOG7WX84C",6,"hypothetical protein SINV_07286"
"EOG7X14BP",6,"Protein FAM45B"
"EOG7X40KQ",6,"Transmembrane protein 41-like protein"
"EOG7X6VTH",6,"Suppressor of cytokine signaling 5"
"EOG7X6VTR",6,"Transmembrane protein 185B"
"EOG7Z0TQR",6,"hypothetical protein SINV_00190"
"EOG7Z0TR2",6,"hypothetical protein SINV_05432"
"EOG7Z3Q0P",6,"hypothetical protein SINV_00448"
"EOG7Z9FGB",6,"Dyneinlightchain4,axonemal"
"EOG7ZM25S",6,"hypothetical protein SINV_14624"
"EOG7ZPXDG",6,"hypothetical protein EAG_02479"
"EOG7ZPXDK",6,"Ceramide glucosyltransferase"
"EOG7ZSSNH",6,"Protein FAM76A"
"EOG700J3Z",7,"hypothetical protein SINV_10179"
"EOG7068KJ",7,"Inorganic pyrophosphatase"
"EOG70KRJ6",7,"Cysteine protease ATG4B"
"EOG70KRJZ",7,"hypothetical protein SINV_15607"
"EOG70WC7N",7,"Sodium-coupled monocarboxylate transporter 1"
"EOG70WC8H",7,"hypothetical protein G5I_07211"
"EOG7133QR",7,"hypothetical protein SINV_10578"
"EOG715ZZB",7,"PREDICTED: sodium- and chloride-dependent GABA transporter 1-like"
"EOG716000",7,"PREDICTED: syntaxin-1A-like"
"EOG718V6V",7,"Deoxyribonuclease-2-beta"
"EOG71CQFZ",7,"hypothetical protein SINV_12390"
"EOG71S6D2",7,"Fukutin-related protein"
"EOG71ZXVZ",7,"hypothetical protein SINV_11674"
"EOG722T4J",7,"hypothetical protein SINV_03579"
"EOG728JKQ",7,"hypothetical protein SINV_06774"
"EOG728JKR",7,"Equilibrative nucleoside transporter 4"
"EOG72G93M",7,"putative odorant binding protein"
"EOG735CR6",7,"Glycerate kinase"
"EOG735CRQ",7,"Toll-interacting protein"
"EOG7387ZX",7,"hypothetical protein SINV_13668"
"EOG73G0FX",7,"hypothetical protein SINV_03131"
"EOG73JVQ6",7,"Cytochromec1-2,hemeprotein,mitochondrial"
"EOG73ZBNW",7,"PhospholipaseB1,membrane-associated"
"EOG74R9K9",7,"Mitotic checkpoint protein BUB3"
"EOG74Z21X",7,"Regulator of G-protein signaling 7"
"EOG74Z221",7,"Major royal jelly protein 1"
"EOG75R0ZS",7,"hypothetical protein SINV_02996"
"EOG761MP5",7,"O-phosphoseryl-tRNA(Sec) selenium transferase"
"EOG764GXH",7,"Surfeit locus protein 1"
"EOG76B7D2",7,"hypothetical protein SINV_02462"
"EOG7772JW",7,"hypothetical protein SINV_05739"
"EOG78DHF1",7,"J domain-containing protein"
"EOG78M7WN",7,"hypothetical protein SINV_06386"
"EOG78WVM0",7,"TPR repeat-containing protein LOC90826-like protein"
"EOG790QV0",7,"Sodium-coupled monocarboxylate transporter 1"
"EOG793M32",7,"Lysyl oxidase-like protein 3"
"EOG793M34",7,"Glucosylceramidase"
"EOG799BK7",7,"hypothetical protein SINV_02568"
"EOG79PTJK",7,"hypothetical protein EAG_14527"
"EOG79WK0D",7,"Glucose dehydrogenase"
"EOG7BKNNT",7,"hypothetical protein SINV_08090"
"EOG7BKNP5",7,"Fasciculation and elongation protein zeta-2"
"EOG7BPHWN",7,"Phosphatidylinositol 4-kinase type 2-beta"
"EOG7BPHX7",7,"hypothetical protein SINV_02360"
"EOG7BW8CN",7,"hypothetical protein SINV_10620"
"EOG7BW8DC",7,"hypothetical protein SINV_08309"
"EOG7C5W3C",7,"Endoplasmic reticulum aminopeptidase 1"
"EOG7C8RC0",7,"hypothetical protein SINV_15963"
"EOG7CP79M",7,"hypothetical protein EAG_08571"
"EOG7CVZRR",7,"Centrosomal protein of 120 kDa"
"EOG7D2Q8F",7,"hypothetical protein SINV_08787"
"EOG7DC9ZW",7,"Gamma-aminobutyric acid receptor subunit alpha-6"
"EOG7DG66X",7,"Putative G-protein coupled receptor 52"
"EOG7F2DN7",7,"hypothetical protein SINV_11992"
"EOG7F58W0",7,"hypothetical protein SINV_03423"
"EOG7FC1C1",7,"hypothetical protein SINV_12960"
"EOG7FFWMD",7,"Spermatogenesis-associated protein 17"
"EOG7FFWMR",7,"hypothetical protein EAG_11163"
"EOG7G7VHK",7,"hypothetical protein SINV_09276"
"EOG7GBQR0",7,"hypothetical protein SINV_03390"
"EOG7H1TF6",7,"hypothetical protein SINV_07965"
"EOG7H7JWQ",7,"hypothetical protein SINV_09502"
"EOG7HQX46",7,"hypothetical protein G5I_05805"
"EOG7J4D2M",7,"hypothetical protein G5I_05237"
"EOG7J7890",7,"ATP-binding cassette sub-family G member 4"
"EOG7KQ9VS",7,"Cytoplasmic aconitate hydratase"
"EOG7KQ9W8",7,"hypothetical protein SINV_01876"
"EOG7KT641",7,"Multiple epidermal growth factor-like domains 11"
"EOG7MWRQW",7,"hypothetical protein SINV_00636"
"EOG7NH05V",7,"hypothetical protein SINV_07544"
"EOG7PS98Q",7,"Negative elongation factor D"
"EOG7PW5HH",7,"Dihydropyrimidine dehydrogenase"
"EOG7Q5S84",7,"PREDICTED: neurocalcin homolog"
"EOG7QCHQ4",7,"CRSPcomplexsubunit,putative"
"EOG7QK86M",7,"hypothetical protein SINV_05261"
"EOG7QP4FR",7,"Knirps-related protein"
"EOG7R5GN4",7,"Putative cytochrome P450 6a14"
"EOG7RC74C",7,"hypothetical protein G5I_03590"
