ln,morandin.ogg
RF55_3651,EOG7094T7
RF55_3653,EOG78M7W9
RF55_6680,EOG75TW6D
XLOC_014220,EOG7ZSSP7
RF55_6685,EOG7W75FH
RF55_6687,EOG7J4D22
RF55_6688,EOG7Q8NH2
RF55_7375,EOG7VTPGF
RF55_7373,EOG7N0MZQ
XLOC_013708,EOG7V4KT6
RF55_17849,EOG700J33
XLOC_009049,EOG7X40KQ
XLOC_006973,EOG7ZPXDJ
RF55_13037,EOG7VJ2RC
RF55_13038,EOG7Z0TQP
RF55_13039,EOG7Z0TQP
RF55_19057,EOG7DCB00
RF55_19051,EOG7ZD9PT
RF55_12366,EOG7FC1CJ
XLOC_002093,EOG703DC2
RF55_10623,EOG72G934
XLOC_017281,EOG75J8GH
RF55_24900,EOG7B39H6
XLOC_017283,EOG7W75FH
XLOC_013442,EOG789N6D
RF55_7081,EOG7SRDGJ
RF55_7083,EOG73G0G2
XLOC_024405,EOG7W1DZK
XLOC_020539,EOG73880B
XLOC_020248,EOG76MV46
XLOC_020531,EOG7KX2BM
XLOC_020244,EOG7BGSFZ
XLOC_019682,EOG7K1768
RF55_5556,EOG7X9R21
RF55_5957,EOG7WMNCK
RF55_5951,EOG7K9TX8
RF55_5953,EOG7KMFNN
RF55_5952,EOG74JK38
XLOC_002470,EOG7SV8QM
RF55_11687,EOG7HN1V3
RF55_9104,EOG7XHGJK
RF55_9102,EOG7TN7M6
RF55_9100,EOG79PTJ9
RF55_9101,EOG7GR6Q7
RF55_12341,EOG7PCTB8
RF55_12345,EOG7C8RB8
RF55_5838,EOG7RJZKV
RF55_5839,EOG7RJZKV
RF55_5837,EOG76F3N9
XLOC_003710,EOG76TKKB
RF55_8513,EOG7SJP0K
RF55_8510,EOG7MM522
RF55_8511,EOG796G9X
XLOC_003323,EOG7T4WDZ
XLOC_003320,EOG7WDWXW
XLOC_003326,EOG7T4WDZ
RF55_14012,EOG7KHKCW
RF55_11537,EOG70KRHV
XLOC_014531,EOG761MP4
RF55_17272,EOG7KT64Q
RF55_17270,EOG7FRHBJ
RF55_17271,EOG7R2MD0
XLOC_011453,EOG75TW68
XLOC_019264,EOG7MSWHH
XLOC_006300,EOG7ZM25C
RF55_153,EOG71W2NC
RF55_155,EOG7FC1CC
RF55_157,EOG771B2B
RF55_156,EOG7CKC2P
RF55_159,EOG7P0BCG
RF55_158,EOG7PPF24
RF55_1339,EOG7MM51R
RF55_11100,EOG7JXBZS
RF55_1331,EOG7FZ7SH
RF55_1332,EOG7FZ7SH
XLOC_019391,EOG7VJ2RF
RF55_2687,EOG7W495X
RF55_2681,EOG73VGDF
XLOC_024258,EOG779XST
RF55_1483,EOG7QGCZS
RF55_1481,EOG79WK08
RF55_1480,EOG74NF9V
RF55_1485,EOG7D5KGJ
RF55_1484,EOG7107GC
RF55_1489,EOG7GV2XV
RF55_4304,EOG7J789B
RF55_4301,EOG7SRDG7
RF55_2462,EOG7KMFN7
RF55_5304,EOG77QDR3
RF55_5305,EOG7FRHB1
RF55_10828,EOG75XRDZ
RF55_2467,EOG7MM51D
RF55_2468,EOG7HJ5N0
RF55_14274,EOG7H7JWP
XLOC_010544,EOG78T0CN
RF55_13597,EOG74535H
RF55_13594,EOG7F58W5
RF55_13592,EOG7XQ711
RF55_13591,EOG7XHGJ8
RF55_11998,EOG7V4KSF
RF55_11994,EOG7XDMB1
RF55_11991,EOG70D12S
XLOC_005016,EOG7HTS9Z
XLOC_018048,EOG7RJZKR
RF55_3225,EOG771B2X
RF55_3227,EOG7V4KTC
RF55_3226,EOG7N3H7H
RF55_3221,EOG7PS992
RF55_3223,EOG74V5SN
XLOC_015476,EOG75N4QK
XLOC_015478,EOG70SH0R
XLOC_004498,EOG7CP79V
RF55_2855,EOG7PW5HQ
RF55_12974,EOG7VJ2S2
RF55_12978,EOG7TXVBK
RF55_8682,EOG79H320
RF55_8680,EOG7VF6H8
RF55_8681,EOG7BCX6P
XLOC_009450,EOG7CVZS4
RF55_6763,EOG751X9G
RF55_6762,EOG7QP4FV
RF55_6767,EOG7J1HT8
RF55_6766,EOG7FNN31
RF55_6764,EOG747ZC7
XLOC_006094,EOG7ZPXD7
XLOC_025124,EOG7TJCC8
RF55_4948,EOG72VS1S
XLOC_021328,EOG7ZWNWQ
XLOC_021321,EOG7GXZ5P
RF55_4944,EOG7H1TDH
RF55_4947,EOG728JM4
RF55_709,EOG7Z0TQD
XLOC_010840,EOG72G92M
XLOC_023875,EOG754SJC
RF55_5027,EOG7BCX67
RF55_701,EOG7QZR55
RF55_703,EOG7KQ9VZ
RF55_7143,EOG7XMBRV
RF55_7144,EOG761MPD
RF55_7145,EOG7CGGT9
RF55_7146,EOG7W1DZ8
RF55_7415,EOG7TJCCK
RF55_833,EOG7KMFN6
RF55_830,EOG70WC80
RF55_1818,EOG7P62VD
XLOC_007329,EOG7MQ18X
XLOC_007852,EOG7N3H76
RF55_13204,EOG7N0N0D
RF55_1816,EOG7XDM8V
RF55_13200,EOG77DT15
XLOC_022479,EOG754SJ0
RF55_7797,EOG7W496F
RF55_7676,EOG76MV43
RF55_15755,EOG7GNBG8
RF55_7902,EOG7JF0RK
RF55_15750,EOG7JXBZB
RF55_6275,EOG7BKNNN
XLOC_017936,EOG75R0ZJ
RF55_9319,EOG7W1DXS
RF55_9318,EOG7W1DXS
RF55_9312,EOG7P36MP
RF55_9311,EOG7H1TDM
XLOC_022005,EOG7KDQ5S
XLOC_000679,EOG7XMBSR
RF55_5158,EOG7FJRTQ
RF55_8303,EOG7GNBG6
RF55_8302,EOG7N0MZT
RF55_5157,EOG76QQC9
RF55_8300,EOG7K43FB
RF55_5151,EOG7FZ7TB
RF55_5150,EOG76B7DC
XLOC_022072,EOG7MQ186
RF55_16314,EOG7P62TX
RF55_10980,EOG79WK0J
XLOC_009339,EOG7J1HTF
RF55_1675,EOG7BCX6J
RF55_1676,EOG76B7CK
RF55_11833,EOG7JQMGP
RF55_2891,EOG78M7W6
RF55_2890,EOG7C8RBH
RF55_2892,EOG7QK86D
RF55_2895,EOG7MDDJT
RF55_12145,EOG7Q8NGT
RF55_2896,EOG7MDDJT
RF55_2899,EOG7BSD4N
XLOC_008003,EOG7RC74F
RF55_22991,EOG7S29RZ
XLOC_018729,EOG76TKKG
RF55_5145,EOG77DT1Z
XLOC_004008,EOG76MV3R
XLOC_004550,EOG7TN7M4
XLOC_004003,EOG7TBMX4
XLOC_004000,EOG7TBMX4
RF55_12569,EOG7WTCVR
RF55_12568,EOG7BCX5W
RF55_2091,EOG7QGCZ7
RF55_2090,EOG77T8ZT
XLOC_000247,EOG764GXX
RF55_2095,EOG7CP795
RF55_2094,EOG7094SZ
RF55_2096,EOG72K59K
RF55_4367,EOG7ZH5X9
XLOC_023200,EOG71GKP9
RF55_10209,EOG7M3SV6
RF55_3418,EOG7GV2XX
RF55_3414,EOG76TKKS
RF55_3415,EOG71KFX5
RF55_3412,EOG72G92K
RF55_3076,EOG745346
RF55_3410,EOG7V7G1R
RF55_3411,EOG7TFH4Q
XLOC_022918,EOG747ZCH
XLOC_025334,EOG7HXNKM
XLOC_022915,EOG703DB8
RF55_2329,EOG77DT13
RF55_17253,EOG71ZXWV
XLOC_013896,EOG7NH06M
XLOC_007662,EOG7Q8NH6
XLOC_009202,EOG7VF6JD
RF55_5366,EOG7SFSRD
RF55_10457,EOG796G9X
RF55_85,EOG722T45
RF55_7315,EOG7K9TXD
RF55_7314,EOG7PPF21
RF55_7311,EOG7XWZH6
RF55_7313,EOG7TXVB1
RF55_15030,EOG75J8GH
XLOC_002458,EOG71GKPM
RF55_10807,EOG7387ZR
XLOC_006956,EOG79PTJH
XLOC_017737,EOG7ZH5Z0
RF55_6131,EOG7BPHX0
XLOC_013428,EOG77X579
XLOC_022646,EOG7M0XMM
RF55_16126,EOG7TXVB6
RF55_5972,EOG7P0BC7
RF55_6408,EOG764GX8
RF55_6409,EOG7FC1CM
RF55_14255,EOG7NPQNH
RF55_9124,EOG76QQBF
RF55_9125,EOG75TW6T
RF55_9126,EOG728JKS
RF55_12360,EOG764GX9
RF55_9128,EOG7PPF2B
RF55_9129,EOG76QQBG
XLOC_000804,EOG7X6VTW
RF55_17789,EOG7H7JWW
RF55_5816,EOG73ZBNS
RF55_8530,EOG7BW8D3
RF55_5811,EOG7RG3CF
RF55_5812,EOG7JXBZJ
RF55_5818,EOG7K6ZPV
RF55_5819,EOG7XQ70N
RF55_14781,EOG79PTJC
RF55_11554,EOG735CR4
RF55_11551,EOG71W2MQ
RF55_11550,EOG7JXC0W
XLOC_019006,EOG7B39H0
RF55_12091,EOG70GW92
XLOC_016606,EOG7XQ71V
XLOC_006322,EOG7CKC2B
XLOC_006328,EOG7X14BW
RF55_134,EOG76TKKF
RF55_4282,EOG77HP7W
RF55_4141,EOG77X56R
RF55_1312,EOG779XS6
RF55_1311,EOG761MP1
RF55_4145,EOG7K6ZPH
RF55_4143,EOG7Z0TR4
RF55_2664,EOG7SBXH0
RF55_2669,EOG7XT38T
RF55_13419,EOG74Z22P
RF55_10208,EOG790QVK
RF55_4366,EOG7TN7MF
RF55_4361,EOG7D8FRF
RF55_4492,EOG78Q440
RF55_4363,EOG7QVVZ3
RF55_17250,EOG75R0ZR
RF55_17523,EOG7P0BD6
RF55_17520,EOG70WC8F
RF55_10201,EOG7HBF54
RF55_10207,EOG79WK10
RF55_17257,EOG76F3MQ
RF55_2406,EOG732HGZ
RF55_5367,EOG7SFSRD
RF55_5365,EOG7RNTV6
RF55_5362,EOG76HZVH
RF55_2401,EOG7QP4F0
RF55_2409,EOG7RG3BX
XLOC_022562,EOG7K176D
RF55_13579,EOG7XMBS6
XLOC_018060,EOG7F58W8
XLOC_013955,EOG7N97PQ
XLOC_018062,EOG7FRHB9
XLOC_013952,EOG7GBQRM
XLOC_018066,EOG72P1JG
RF55_4563,EOG7RG3C1
RF55_3759,EOG7BW8DG
RF55_3758,EOG7K9TX1
XLOC_023436,EOG7C30W8
RF55_3208,EOG7FFWKZ
RF55_3203,EOG7RJZM4
RF55_3753,EOG7RZFJB
RF55_3755,EOG7BSD4F
RF55_3754,EOG76QQC8
RF55_3205,EOG75XRF0
RF55_3204,EOG7DG66R
RF55_2083,EOG7CZV0N
RF55_9463,EOG7PGPJP
XLOC_014358,EOG7B0F72
RF55_9465,EOG7GFM0B
RF55_9467,EOG7XHGJR
XLOC_014351,EOG7094TN
RF55_11318,EOG7N6CFR
RF55_12953,EOG7B39H6
XLOC_005562,EOG7RJZM8
XLOC_005566,EOG75J8GS
XLOC_001220,EOG78Q448
RF55_11034,EOG7Z0TQR
RF55_11035,EOG7DZJDG
XLOC_009438,EOG7QS0PS
XLOC_009439,EOG71W2N6
XLOC_006467,EOG74534R
XLOC_016853,EOG7Q01RZ
RF55_259,EOG7X40KP
XLOC_011809,EOG71GKP9
RF55_13305,EOG7SBXGW
XLOC_014728,EOG793M3D
XLOC_014729,EOG796GBS
RF55_11787,EOG7T2161
XLOC_010960,EOG7P36N9
XLOC_014726,EOG7QS0PD
XLOC_014727,EOG796GBS
XLOC_006831,EOG78WVMS
XLOC_021348,EOG715ZZG
RF55_4969,EOG7NSKWJ
RF55_4968,EOG76TKKQ
RF55_4965,EOG74R9JX
RF55_4963,EOG7VXJQC
RF55_3933,EOG7811FZ
RF55_4960,EOG7ZH5X6
RF55_3932,EOG7DG66D
RF55_722,EOG7NPQNR
RF55_728,EOG7CS3J8
RF55_729,EOG7Z3Q0G
RF55_990,EOG76XFTR
XLOC_002758,EOG7GFM01
RF55_7431,EOG7SJP0M
RF55_7433,EOG7JF0RV
RF55_10783,EOG7MSWHM
XLOC_002756,EOG7P0BD5
XLOC_002757,EOG7J1HTH
RF55_18003,EOG7Q01SB
RF55_18004,EOG7G7VH3
RF55_18005,EOG79PTHX
RF55_18006,EOG74NFB2
RF55_7121,EOG7VTPH4
RF55_584,EOG73RM62
RF55_5736,EOG7426X9
RF55_583,EOG7VJ2R8
RF55_853,EOG7D8FRJ
RF55_859,EOG70SH18
XLOC_023437,EOG7Z6K71
RF55_17062,EOG7H4PPM
RF55_16573,EOG7BGSF3
XLOC_022454,EOG7RNTTP
RF55_1237,EOG73C47R
XLOC_010861,EOG7PGPJP
RF55_1896,EOG7K43G0
XLOC_010739,EOG76F3MP
RF55_3207,EOG7CZV0Q
RF55_3206,EOG7CZV0Q
XLOC_012599,EOG7XWZH9
RF55_3756,EOG7G7VH7
XLOC_002340,EOG7F853X
RF55_14619,EOG75BJ0J
RF55_4771,EOG73NQZ1
RF55_4776,EOG7WQHMM
RF55_4428,EOG72VS1J
RF55_4774,EOG7G241M
XLOC_022060,EOG79PTHM
RF55_12137,EOG7W1DZ3
RF55_5171,EOG7WMNCX
RF55_5170,EOG7ZD9PM
XLOC_000612,EOG779XRT
RF55_16333,EOG751X8Q
XLOC_018520,EOG7XHGJK
RF55_1692,EOG7S828J
RF55_1690,EOG7CZV0N
RF55_1417,EOG7SRDFM
RF55_1696,EOG7FNN2W
RF55_14866,EOG72K598
RF55_11811,EOG7N6CG6
RF55_11812,EOG79H329
RF55_11816,EOG7FFWMD
RF55_11817,EOG71KFX3
RF55_9832,EOG7M3STC
XLOC_001194,EOG76TKKH
RF55_4425,EOG7CCMK8
XLOC_008068,EOG74JK3Z
RF55_21776,EOG75J8G8
XLOC_004577,EOG7PPF2P
RF55_12545,EOG72CDVC
RF55_5340,EOG7KT641
XLOC_008280,EOG70GW8T
XLOC_008284,EOG7GJG89
XLOC_023226,EOG7C04N0
RF55_3920,EOG7WX83H
RF55_3921,EOG7Z6K7H
RF55_3431,EOG7GFM0M
RF55_3924,EOG7068KC
RF55_3928,EOG7JF0S6
RF55_3929,EOG7ND3XX
XLOC_022937,EOG7Q5S80
XLOC_022938,EOG7KDQ5K
RF55_2346,EOG77X575
RF55_2340,EOG7JXBZH
RF55_2343,EOG7JB4HQ
RF55_2342,EOG7JQMH4
RF55_2348,EOG7BGSF9
RF55_3698,EOG73G0G5
XLOC_023082,EOG7KDQ4X
RF55_3693,EOG7KMFN9
RF55_3694,EOG7BW8D8
RF55_3696,EOG7V7G2H
RF55_13796,EOG715ZZS
RF55_17884,EOG70D123
RF55_17887,EOG7FVCJN
RF55_17886,EOG7FVCJN
RF55_17888,EOG7094T5
RF55_7338,EOG7Z3PZP
XLOC_005229,EOG70KRJZ
RF55_1917,EOG7Q2X0C
XLOC_005739,EOG73NQZ4
RF55_23738,EOG7N97PJ
XLOC_024191,EOG715ZZX
XLOC_024196,EOG7S561J
XLOC_024199,EOG72P1JW
XLOC_010290,EOG71CQGB
XLOC_020755,EOG7MDDK4
XLOC_020756,EOG7K1778
XLOC_009082,EOG7QK86W
XLOC_012832,EOG74Z221
XLOC_017241,EOG7K43G5
XLOC_017248,EOG71KFXJ
XLOC_022663,EOG7JQMH1
XLOC_024447,EOG72VS1S
RF55_10114,EOG7F58W7
XLOC_024443,EOG7TJCC8
RF55_9698,EOG7PS98H
RF55_9697,EOG7PS98H
RF55_7841,EOG799BJS
RF55_7845,EOG767C4R
RF55_7599,EOG7DG671
RF55_7598,EOG771B25
XLOC_022597,EOG7DCB07
RF55_7590,EOG7X6VT6
XLOC_024501,EOG7P8Z30
RF55_5995,EOG7TV02V
RF55_5997,EOG7Z0TQQ
RF55_11037,EOG7WTCVH
RF55_14278,EOG7D8FR3
RF55_11033,EOG7BGSFF
RF55_6420,EOG761MP1
RF55_6428,EOG7DZJDK
RF55_12309,EOG7SFSR6
RF55_12305,EOG7G7VH5
RF55_12307,EOG7C04N8
RF55_12306,EOG73ZBND
XLOC_000860,EOG7HXNKJ
RF55_12300,EOG7GBQRK
XLOC_003368,EOG71GKPJ
XLOC_016042,EOG7DG66F
RF55_5209,EOG7HTSBX
RF55_8547,EOG7DVP56
RF55_11579,EOG786RXQ
RF55_11572,EOG7P36MG
XLOC_021629,EOG7W1DZD
XLOC_021151,EOG75N4R1
XLOC_021152,EOG75N4R1
RF55_448,EOG7811FM
RF55_443,EOG7S828B
RF55_114,EOG7DK2G7
RF55_117,EOG7JTGQC
RF55_447,EOG7811FM
RF55_445,EOG7TV037
RF55_4167,EOG7FC1C6
RF55_1994,EOG74NFB1
RF55_1997,EOG7W75F7
RF55_4164,EOG79KZ8N
RF55_1991,EOG77HP8X
RF55_1990,EOG73ZBNK
RF55_4161,EOG7WHS54
RF55_1998,EOG7B0F7R
RF55_4169,EOG7QCHR1
RF55_5696,EOG79D6SM
RF55_5694,EOG7TN7N4
RF55_5691,EOG7VQT7K
RF55_12001,EOG7C04MH
RF55_15659,EOG75N4QF
RF55_4349,EOG72ZN8C
RF55_4348,EOG7Q5S7X
RF55_1199,EOG7BKNPJ
RF55_1198,EOG7Z3Q01
RF55_13434,EOG7BSD4X
RF55_1197,EOG757NS1
RF55_13430,EOG7G508B
RF55_13431,EOG75N4QV
RF55_4345,EOG7VBB98
RF55_13433,EOG72RWT5
RF55_10228,EOG7TV03K
XLOC_002287,EOG7K9TXF
XLOC_002285,EOG7C5W43
RF55_10224,EOG7Z0TR9
RF55_10226,EOG7DK2FJ
RF55_17507,EOG7WTCVH
RF55_10220,EOG7BKNNT
RF55_10223,EOG73ZBPF
RF55_16104,EOG78T0D4
XLOC_008403,EOG7C04NC
XLOC_015022,EOG78DHF4
RF55_13554,EOG72RWSM
XLOC_017871,EOG786RXN
XLOC_017875,EOG7TFH4R
RF55_2640,EOG7FRHB2
RF55_2641,EOG7JTGQD
RF55_2644,EOG76XFV9
XLOC_013974,EOG7VTPGM
XLOC_013975,EOG771B26
RF55_3593,EOG70KRJ8
RF55_3590,EOG7XMBSG
RF55_3596,EOG722T41
RF55_3595,EOG78Q44F
RF55_1739,EOG70D120
RF55_1738,EOG7Z3Q01
RF55_13889,EOG7MQ188
RF55_1731,EOG7M6P3F
RF55_1733,EOG78T0C2
RF55_1732,EOG78T0C2
RF55_1735,EOG7ZH5XP
RF55_1734,EOG7N0N0M
RF55_1737,EOG72ZN85
RF55_1736,EOG7D2Q90
RF55_9500,EOG7G508Q
RF55_8118,EOG7VQT7R
RF55_8119,EOG7B0F7P
RF55_2428,EOG7H4PPK
RF55_5349,EOG7CGGTH
RF55_5432,EOG7WQHMX
RF55_2425,EOG7B65QJ
RF55_5347,EOG7QZR57
RF55_8116,EOG7M6P2J
RF55_5341,EOG7HN1VH
RF55_5342,EOG7068M0
RF55_5435,EOG72RWSH
XLOC_024299,EOG7VF6JC
RF55_3774,EOG764GXM
RF55_11374,EOG78M7WQ
RF55_11371,EOG7JB4JK
RF55_12938,EOG78WVMM
RF55_11372,EOG7MWRRZ
RF55_12680,EOG7DK2FW
RF55_12937,EOG74534M
XLOC_008549,EOG77DT13
RF55_22019,EOG74BTMG
XLOC_006707,EOG7XMBST
XLOC_006853,EOG7GR6QC
RF55_11010,EOG7WHS4N
RF55_11012,EOG7RG3BN
RF55_11013,EOG7SBXH7
RF55_11014,EOG7XHGJC
XLOC_004632,EOG7DNXPJ
RF55_5204,EOG7VJ2RT
XLOC_011826,EOG7WB1NR
XLOC_011827,EOG722T3V
XLOC_016831,EOG7R8BW3
XLOC_023140,EOG783WP9
XLOC_023417,EOG786RZ8
XLOC_023410,EOG75N4QK
RF55_4900,EOG7VBB8G
XLOC_021817,EOG728JKF
XLOC_016952,EOG74NF9W
RF55_6853,EOG7PW5JN
RF55_6854,EOG71GKPD
RF55_6857,EOG73VGDJ
RF55_10760,EOG7B0F77
RF55_7108,EOG7XWZGQ
RF55_10764,EOG764GWQ
XLOC_002775,EOG75R108
RF55_7104,EOG79H32G
RF55_7105,EOG7J1HV0
RF55_7454,EOG77QDRH
RF55_7107,EOG7QS0NX
RF55_18575,EOG793M38
RF55_18576,EOG7GR6QF
XLOC_010085,EOG75BJ17
RF55_14426,EOG7QK861
RF55_14427,EOG7PPF23
RF55_14423,EOG7J4D23
XLOC_012021,EOG715ZZ8
RF55_1850,EOG7B0F85
XLOC_017058,EOG76TKMK
XLOC_007813,EOG7DVP5X
RF55_3364,EOG73JVPF
XLOC_019902,EOG7DRSX7
XLOC_013215,EOG74BTMW
RF55_18686,EOG725PC9
XLOC_010883,EOG7Z0TR1
XLOC_010881,EOG7K9TXP
XLOC_010885,EOG7BCX6X
XLOC_015905,EOG757NRQ
RF55_3362,EOG7G7VJ2
XLOC_015903,EOG718V69
RF55_12294,EOG77QDS3
RF55_2814,EOG7K6ZP3
RF55_878,EOG7HF9CC
RF55_879,EOG72RWSN
RF55_872,EOG7BKNP2
RF55_873,EOG7HF9CX
RF55_2816,EOG7HQX43
RF55_5614,EOG7T215R
RF55_1503,EOG7QZR58
RF55_4755,EOG7HN1VN
RF55_1505,EOG7BGSF2
XLOC_000639,EOG7H7JX3
RF55_12119,EOG79D6T7
RF55_12113,EOG7RNTV5
RF55_12117,EOG7M9J98
RF55_16359,EOG7BPHX1
XLOC_011598,EOG7MQ183
RF55_16355,EOG73NQXV
RF55_16353,EOG75XRF7
XLOC_006281,EOG7FJRVM
XLOC_018500,EOG75TW6Q
XLOC_001943,EOG7ZWNWP
RF55_14843,EOG76F3N7
XLOC_019272,EOG7C30VX
XLOC_003010,EOG77MJHM
XLOC_008735,EOG7K176H
RF55_303,EOG7B0F7Q
RF55_306,EOG725PBV
XLOC_008049,EOG77HP90
RF55_10784,EOG7PGPKG
RF55_15469,EOG7K43F5
RF55_3900,EOG7DNXPS
RF55_3904,EOG7ZH5XW
RF55_3905,EOG7CKC1Z
RF55_14963,EOG7B91ZK
RF55_7122,EOG7DG66Q
RF55_2369,EOG76MV4J
XLOC_022950,EOG77QDR5
RF55_9723,EOG7P8Z3D
RF55_2362,EOG70WC7N
RF55_2360,EOG790QV0
RF55_2367,EOG73ZBNF
RF55_2365,EOG725PC5
XLOC_010310,EOG7WTCWJ
XLOC_007623,EOG7811FN
XLOC_002569,EOG7N6CGG
RF55_6518,EOG7772J6
RF55_856,EOG7Q01RX
RF55_15075,EOG728JKF
RF55_15072,EOG7JHW1S
XLOC_012813,EOG7KMFNF
XLOC_022604,EOG76B7CM
RF55_8903,EOG7R2MCV
RF55_3019,EOG7VTPGG
RF55_8905,EOG7HJ5MZ
RF55_8906,EOG7094ST
RF55_3012,EOG7ZM25J
XLOC_024467,EOG7Q01RT
RF55_3017,EOG7XWZGJ
RF55_3014,EOG78M7W8
RF55_3015,EOG7JMR88
XLOC_008329,EOG72RWSC
XLOC_020558,EOG7C5W40
XLOC_020550,EOG7CCMKG
RF55_6623,EOG779XRT
RF55_6620,EOG7PW5HP
RF55_6621,EOG7DVP5V
RF55_6626,EOG7T2168
RF55_6627,EOG7H7JWF
RF55_6625,EOG7133QG
RF55_6628,EOG7SBXGT
RF55_16180,EOG7094TX
RF55_6998,EOG7RJZKZ
RF55_14214,EOG7J4D2C
RF55_6994,EOG7B91ZC
RF55_6447,EOG7VBB8N
RF55_6444,EOG7J1HTV
RF55_6445,EOG7MWRRJ
RF55_6440,EOG7JMR8D
RF55_6441,EOG738805
RF55_6449,EOG728JKP
RF55_18740,EOG79WK1W
RF55_685,EOG77X56W
RF55_682,EOG7FFWKT
RF55_11591,EOG7KX2CH
XLOC_017191,EOG7ZM269
RF55_469,EOG7Z3Q05
RF55_13188,EOG77X56H
RF55_13189,EOG79D6T3
RF55_4105,EOG71CQFN
RF55_4104,EOG7VTPGN
RF55_4107,EOG79D6TH
RF55_4101,EOG7T4WDJ
RF55_13183,EOG7MH8SP
RF55_7713,EOG75XRF5
RF55_9897,EOG7F58WJ
RF55_7715,EOG796GB1
RF55_7716,EOG722T3M
RF55_15675,EOG78T0CF
RF55_13451,EOG72P1JN
RF55_17567,EOG700J3K
RF55_17560,EOG799BJN
RF55_16161,EOG77DT1M
XLOC_018316,EOG74Z21V
XLOC_018315,EOG7N3H73
RF55_15584,EOG70PMRX
RF55_16169,EOG7V4KT4
RF55_15581,EOG74V5SN
RF55_13537,EOG7MSWHH
RF55_9749,EOG7F2DNF
XLOC_017850,EOG70KRHP
XLOC_024929,EOG7TN7M0
RF55_8289,EOG7133RB
RF55_2998,EOG7DK2F9
RF55_2629,EOG7K9TXX
RF55_8282,EOG7QZR5N
RF55_2995,EOG71PB5C
RF55_2997,EOG7JQMH1
RF55_8287,EOG7M9J9D
RF55_2992,EOG7XMBSH
RF55_3571,EOG7CCMM7
RF55_3578,EOG7Q5S7F
RF55_1715,EOG7Q2X16
RF55_1713,EOG7N6CGB
RF55_1712,EOG7N6CGB
RF55_1711,EOG73VGDN
RF55_9520,EOG7HTSBH
RF55_9521,EOG7N97PN
RF55_9528,EOG7P8Z34
RF55_9529,EOG75R0ZD
RF55_5410,EOG7HXNKG
RF55_8131,EOG7HJ5MB
RF55_2190,EOG7133QD
RF55_5415,EOG7107GR
RF55_2192,EOG7RRQ34
RF55_8137,EOG76B7D2
RF55_8138,EOG7X9R1Z
RF55_8139,EOG7BSD5C
RF55_2198,EOG7S8294
RF55_2199,EOG7H1TDK
RF55_3715,EOG72CDTK
RF55_3710,EOG7BSD4H
RF55_3713,EOG7KDQ55
RF55_3719,EOG7GV2XS
XLOC_004437,EOG7N97PW
RF55_9425,EOG7CCMK7
RF55_11356,EOG72G935
RF55_11355,EOG72VS1R
RF55_9426,EOG71CQFS
RF55_12914,EOG76HZVV
RF55_12915,EOG7BPHWM
RF55_12918,EOG7KMFNC
XLOC_005522,EOG7H4PPJ
RF55_104,EOG76HZVW
XLOC_006724,EOG7JHW0J
XLOC_006875,EOG70KRJ6
XLOC_006877,EOG70KRJ6
XLOC_009161,EOG7WMNCG
RF55_6292,EOG7GNBGB
RF55_6291,EOG7GXZ6B
RF55_6295,EOG72CDVB
RF55_6298,EOG7QP4FZ
XLOC_000092,EOG7RJZMD
XLOC_023163,EOG7SNJ6F
XLOC_023165,EOG73NQXV
XLOC_020129,EOG7M6P2R
XLOC_021839,EOG79WK0M
XLOC_021832,EOG7VBB8Z
RF55_4920,EOG7DRSZ3
XLOC_021837,EOG75J8G4
RF55_1305,EOG7HJ5MM
RF55_10406,EOG7FC1CX
RF55_10400,EOG73G0G7
RF55_10403,EOG7F2DNX
RF55_13260,EOG7FZ7SD
RF55_6878,EOG7MQ18R
RF55_6873,EOG771B27
RF55_6872,EOG7N97QG
RF55_24866,EOG70D12K
RF55_7476,EOG7VMZ0S
RF55_7470,EOG76MV3N
RF55_7473,EOG77X56M
RF55_19605,EOG7GBQRQ
XLOC_017526,EOG7VXJQK
RF55_2653,EOG7ZD9PS
XLOC_022413,EOG75N4QF
XLOC_022412,EOG7BPHX6
XLOC_013232,EOG7K43FT
RF55_8737,EOG7HN1V4
RF55_8734,EOG7NH065
RF55_7393,EOG7Q2X0K
RF55_8457,EOG7RJZMP
XLOC_024711,EOG7R8BW3
XLOC_006124,EOG76TKM9
RF55_890,EOG7KT63S
RF55_892,EOG7X6VV0
RF55_896,EOG7HQX37
RF55_11430,EOG7XT37Q
RF55_4734,EOG7N6CFP
RF55_4735,EOG79WK11
RF55_4732,EOG7JB4HW
RF55_4731,EOG7J4D2V
RF55_17175,EOG7HQX3G
RF55_4738,EOG7NH05P
RF55_4739,EOG75TW65
XLOC_019785,EOG77T90H
XLOC_019781,EOG7R8BVV
XLOC_015969,EOG7NWG4R
XLOC_015965,EOG75XRFJ
XLOC_015964,EOG7SFSRX
XLOC_015963,EOG7X14BP
XLOC_019529,EOG70D123
XLOC_019528,EOG70D123
XLOC_019255,EOG700J34
RF55_16154,EOG7JMR7S
RF55_12132,EOG703DBR
XLOC_011060,EOG72K5BC
RF55_5176,EOG7MM514
RF55_328,EOG7SRDFP
RF55_13779,EOG7NWG4R
RF55_321,EOG7PW5HW
RF55_1529,EOG7FNN2R
RF55_1522,EOG7NWG4J
RF55_1523,EOG77MJHH
RF55_1525,EOG7Q5S7S
