gene,NCBI_GeneID,NCBI_TranscriptID,CG_OE,GC_OE,Gene_body_methylation
GB44636,LOC411112,NM_001242516.1,1.098591175,0.969927344,0.11487473
GB46202,LOC100578127,NM_001242517.1,0.845165291,1.303560026,0.09851245
GB54658,LOC100578262,NM_001242518.1,0.962777711,1.001547283,0.09204774
GB41231,LOC551971,NM_001242519.1,0.949761952,1.251958937,0.14783241
GB46247,LOC552351,NM_001242520.1,0.489925373,1.168283582,0.23827768
GB42648,LOC726087,NM_001242522.1,0.630971287,1.209361633,0.36975665
GB55259,LOC726770,NM_001242523.1,0.793084227,0.923812397,0.00810739
GB49326,LOC725187,NM_001242526.1,0.721123681,1.275834205,0.16986789
GB55397,LOC550961,NM_001242527.1,1.28439291,1.351992536,0.3710401
GB41865,LOC100578252,NM_001242542.1,0.772052509,1.036756226,0.16624729
GB46652,LOC552033,NM_001242544.1,0.355004925,1.136015761,0.22637845
GB42139,LOC409940,NM_001242554.1,1.21,0.902,0.21793359
GB50628,LOC724534,NM_001242555.1,0.540177022,1.584519264,0.16979854
GB50344,LOC727422,NM_001242556.1,0.520029335,1.04005867,0.630427
GB48709,LOC724300,NM_001242557.1,1.195662729,0.971475967,0.00226762
GB55755,LOC551828,NM_001242574.1,1.35432975,1.071885333,0.00342539
GB52275,LOC726880,NM_001242576.1,1.049909962,1.082214884,0.00437883
GB17309,LOC725534,NM_001242577.1,1.159119142,1.231564088,0.00581783
GB45515,LOC411721,NM_001242578.1,1.250542456,1.154346883,0.0383429
GB52671,LOC551434,NM_001242579.1,0.846140028,1.034171146,0.00566281
GB40457,LOC409148,NM_001242656.1,1.206171937,1.060599462,0.06570633
GB40457,LOC409148,NM_001242657.1,1.190339275,1.118918919,0.09040614
GB52363,LOC100578402,NM_001242958.1,1.279011974,1.046464342,0.00344725
GB52364,LOC100578210,NM_001242959.1,1.223743031,1.076893867,0.00300535
GB52368,LOC100577979,NM_001242960.1,1.363291509,1.045812664,0.0038878
GB52369,LOC100578047,NM_001242961.1,1.216368861,1.193843512,0.00361655
GB52370,LOC100577902,NM_001242962.1,1.128776978,1.147281519,0.00186491
GB52371,LOC100577867,NM_001242963.1,1.275471698,1.149720967,0.00489546
GB52372,LOC100578013,NM_001242964.1,1.319961961,0.839975793,0.00189848
GB52373,LOC100578083,NM_001242965.1,1.163230241,0.833648339,0.00256562
GB52378,LOC100578142,NM_001242966.1,1.461335815,0.920841747,0.00388833
GB52385,LOC100577482,NM_001242967.1,1.314403592,1.243989114,0.00370686
GB13008,LOC100642168,NM_001242968.1,1.168200837,1.147340108,0.00315066
GB52386,LOC100577446,NM_001242969.1,1.317296678,1.264604811,0.00483076
GB52389,LOC100577786,NM_001242970.1,1.579407479,1.00906589,0.00407501
GB52394,LOC100577714,NM_001242971.1,1.292643455,1.025199982,0.00239684
GB52396,LOC100577181,NM_001242972.1,1.387196854,1.280489404,0.00412995
GB52400,LOC100577031,NM_001242973.1,1.204690346,1.359137826,0.00163666
GB52410,LOC100576749,NM_001242975.1,1.201711804,1.123339295,0.00285789
GB30172,LOC100642169,NM_001242976.1,1.30219616,1.104035874,0.00236682
GB30171,LOC100642170,NM_001242977.1,1.059895833,1.357991536,0.00272098
GB14453,LOC100642171,NM_001242978.1,1.063359581,1.14311155,0.00375585
GB52413,LOC100576714,NM_001242979.1,1.082965578,1.218336275,0.00562006
GB30170,LOC100642172,NM_001242980.1,1.220708655,1.064207546,0.00339352
GB52414,LOC100576681,NM_001242981.1,1.047971595,1.078794289,0.00142332
GB51179,LOC100578520,NM_001242982.1,1.264414052,1.264414052,0.00075415
GB52417,LOC726567,NM_001242983.1,0.437667159,1.422418267,0.35256137
GB50052,LOC100578189,NM_001242984.1,1.232728211,1.232728211,0.00290553
GB45078,LOC100577371,NM_001242985.1,1.089932037,1.32835467,0.00431848
GB45079,LOC100577309,NM_001242986.1,0.979108101,1.409915666,0.00491469
GB40665,LOC725752,NM_001242987.1,0.974431818,0.91875,0.0028833
GB40666,LOC100577813,NM_001242988.1,1.275860025,1.11347784,0.00263641
GB53347,LOC100578230,NM_001242989.1,1.39958833,0.888200286,0.00323824
GB48735,LOC100577921,NM_001242990.1,1.517482517,0.881118881,0.00425023
GB55927,LOC727063,NM_001242991.1,1.294396552,1.059051724,0.0030202
GB47952,LOC100576480,NM_001242993.1,1.512288858,0.975670231,0.00348253
GB44014,LOC725297,NM_001242994.1,1.669341792,0.902807296,0.00520096
GB40445,LOC411770,NM_001242997.1,0.908435567,1.127713117,0.0583066
GB42596,LOC411317,NM_001242998.1,1.17812159,1.130230468,0.00386146
NA,LOC100642173,NM_001242999.1,1.306538243,0.756416878,NA
GB41296,LOC100578542,NM_001246251.1,1.273291925,0.905452036,0.00231883
GB55425,LOC725827,NM_001246667.1,1.164645452,0.846812819,0.00348685
NA,LOC100820634,NM_001252019.1,1.298698539,1.026719788,NA
GB41483,LOC411166,NM_001252424.1,1.125730994,0.934697856,0.00389604
GB50986,LOC410209,NM_001252426.1,1.16603512,1.04184203,0.00204879
GB49029,LOC724845,NM_001252428.1,1.005739005,0.941542898,0.0037772
GB48966,LOC726676,NM_001252430.1,0.846086164,1.049146843,0.00300796
GB45501,LOC551357,NM_001252432.1,0.884615385,1.025641026,0.00441793
GB41734,LOC408485,NM_001256032.1,1.222257756,1.130484136,0.00256292
GB14597,LOC724978,NM_001256034.1,1.035876373,1.008293866,0.05667774
GB43219,LOC724290,NM_001256035.1,0.76843368,0.76843368,0.20313236
GB40885,LOC727274,NM_001256037.1,0.745652419,0.787077554,0.20729727
NA,LOC100578205,NM_001256038.1,0.645441269,1.392794318,NA
GB42866,LOC409012,NM_001256039.1,1.088062281,1.197728637,0.00375557
NA,LOC100859932,NM_001256040.1,1.665269087,0.854925547,NA
GB47305,LOC725195,NM_001265585.1,1.004302439,0.915031111,0.20249687
GB46297,LOC724777,NM_001270813.1,1.210329537,1.169985219,0.00315021
GB46312,LOC724694,NM_001270814.1,1.146543382,1.066551984,0.003364
GB46311,LOC724649,NM_001270815.1,1.71646756,1.172919499,0.00234515
GB18626,LOC552627,NM_001270817.1,0.715911196,1.554550025,0.00512283
GB48823,LOC727197,NM_001270818.1,1.091580457,1.435503067,0.00812022
GB48832,LOC409345,NM_001270819.1,0.946313302,1.380686621,0.00446367
GB48831,LOC727204,NM_001270820.1,0.878540146,1.70540146,0.04263837
GB40299,LOC552350,NM_001270821.1,1.315005727,1.333791523,0.00301186
GB40566,LOC100577189,NM_001270822.1,1.70602762,0.85301381,0.00335217
GB42581,LOC100576090,NM_001270823.1,1.357598499,0.779362101,0.00258507
NA,LOC725256,NM_001270824.1,0.627717391,0.913043478,NA
GB52203,LOC725300,NM_001270825.1,1.162321956,0.755509272,0.00582287
GB52920,LOC100576341,NM_001270826.1,1.079043382,0.894816463,0.00278259
GB46310,LOC724556,NM_001270827.1,1.423038472,1.045043878,0.00297873
GB46299,LOC100578244,NM_001270828.1,1.03900528,0.872764435,0.00430551
GB50438,LOC725509,NM_001270829.1,1.469025944,1.000874819,0.00376225
GB52161,LOC412202,NM_001270830.1,1.308805208,1.173411566,0.00229424
GB13601,LOC726632,NM_001270831.1,1.058595798,1.391297334,0.00250535
GB10628,LOC726691,NM_001270832.1,1.287494232,1.370558376,0.00197158
GB10628,LOC726691,NM_001270833.1,1.24702762,1.385586245,0.00197158
GB48350,LOC412304,NM_001276427.1,1.081730769,1.860576923,0.07075329
GB45135,LOC410331,NM_001277299.1,0.68329826,1.089006602,0.1557893
GB45184,LOC552738,NM_001277300.1,0.823288327,1.515598966,0.04571353
GB44959,LOC408316,NM_001277301.1,0.662916533,0.898299939,0.11918034
NA,LOC726294,NM_001278325.1,1.642107773,0.846447306,NA
GB43089,LOC410279,NM_001278326.1,1.754210994,0.967219076,0.00318237
GB47810,LOC552826,NM_001278327.1,0.445808737,1.003069658,0.48620869
GB18998,LOC551635,NM_001278328.1,0.431326175,1.139933463,0.38971116
GB48326,LOC411626,NM_001278329.1,0.648922269,1.170604877,0.34444209
GB42516,LOC726003,NM_001278330.1,0.917442981,1.192675875,0.21146321
GB53269,LOC412643,NM_001278331.1,0.781647814,0.96628903,0.24900319
GB49627,LOC551304,NM_001278332.1,1.068783069,0.534391534,0.13783232
GB49626,LOC100577883,NM_001278333.1,0.981662551,1.212641975,0.00111235
NA,LOC101664701,NM_001278334.1,1.272585227,0.829232955,NA
GB54995,LOC100578506,NM_001278335.1,1.045637947,1.266383735,0.09958383
GB54994,LOC551420,NM_001278336.1,0.687920299,1.356731701,0.12124585
NA,LOC101664702,NM_001278337.1,1.229289783,0.816776433,NA
GB49281,LOC100576447,NM_001278338.1,1.516321088,1.063687927,0.00223665
GB45086,LOC413108,NM_001278679.1,0.491200828,1.323513343,0.20455451
GB45154,LOC552232,NM_001278680.1,0.430528846,0.574038462,0.17556697
GB44999,LOC100578439,NM_001278681.1,1.313737816,0.78998852,0.00231732
GB45041,LOC552716,NM_001278705.1,0.473785474,1.137085137,0.70578467
GB45096,LOC725821,NM_001278706.1,1.345242634,0.905451773,0.00188693
GB45042,LOC552729,NM_001278707.1,0.876469595,1.289898649,0.21922478
GB46789,LOC413527,NM_001289441.1,1.134181319,1.040778152,0.00296821
GB40809,LOC413803,NM_001305884.1,1.236772487,1.010927076,0.0031672
GB44826,LOC550684,NM_001314079.1,0.290409969,1.089037385,0.66978145
GB40619,LOC408379,NM_001318482.1,1.515274226,1.082338733,0.00424423
GB44647,LOC100577376,NM_001319268.1,1.118049163,0.974981261,0.0039484
GB55513,LOC726419,NM_001319269.1,1.200884956,1.044247788,0.3707849
GB50946,LOC724626,XM_001119823.4,2.140367405,0.813942534,0.00274182
NA,LOC724756,XM_001119824.4,1.396969979,0.714006878,NA
GB40653,LOC724142,XM_001119826.4,0.862690707,1.327216473,0.40023882
GB50604,LOC724113,XM_001119829.4,1.318007663,0.861774241,0.00233489
GB49750,LOC724187,XM_001119831.4,1.609028269,0.903836867,0.00539805
GB43418,LOC724275,XM_001119832.4,1.532482032,0.717744749,0.00357655
NA,LOC724450,XM_001119836.4,1.447341724,1.104302939,NA
GB52864,LOC724114,XM_001119842.4,1.253270111,0.823577502,0.00319814
GB48314,LOC724407,XM_001119845.4,0.671328671,1.398601399,0.03526384
GB40796,LOC724115,XM_001119847.4,0.433576503,0.82773696,0.53487945
GB54435,LOC724123,XM_001119855.4,0.564882698,1.81744868,0.42889101
GB54315,LOC724126,XM_001119858.4,1.186728111,0.960684661,0.00284693
GB53294,LOC724138,XM_001119871.4,1.755564563,0.983887832,0.00368817
NA,LOC724140,XM_001119873.3,0.899692308,1.428923077,NA
GB47248,LOC724580,XM_001119879.4,1.121733449,0.857796167,0.00200387
GB43604,LOC725033,XM_001119882.4,1.205421766,0.926199775,0.00336439
GB52803,LOC724487,XM_001119883.3,1.038764916,1.298456145,0.09996068
NA,LOC724274,XM_001119884.4,1.217430048,0.959187311,NA
GB53703,LOC724188,XM_001119885.4,0.833802685,1.324274852,0.23977007
GB53943,LOC724794,XM_001119891.4,0.848832924,1.501781327,0.19393939
GB41586,LOC725314,XM_001119895.4,0.811590146,1.623180291,NA
GB40180,LOC724677,XM_001119896.4,1.61988912,1.381670132,0
GB50620,LOC724326,XM_001119897.4,0.912136752,0.608091168,0.00462963
GB48798,LOC724408,XM_001119898.4,0.916805538,1.276979142,0.12811181
NA,LOC724678,XM_001119899.4,1.114610674,1.418595403,NA
GB40795,LOC724144,XM_001119900.4,0.813451004,1.035301278,0.26422658
GB53941,LOC724148,XM_001119904.3,1.357981785,0.922782875,0.00292778
GB44387,LOC724150,XM_001119906.4,1.117581302,0.872960502,0.00372207
GB54297,LOC724151,XM_001119907.4,0.354324324,1.062972973,0.1430303
GB52652,LOC724152,XM_001119908.4,0.851635514,1.167056075,0.21256362
GB45015,LOC724154,XM_001119910.4,0.708449396,0.936165274,0.52993344
GB48277,LOC724156,XM_001119912.4,1.256446813,0.900141001,0.00363192
GB54186,LOC724158,XM_001119914.4,0.222453842,1.668403812,0.81227273
GB50191,LOC724160,XM_001119915.4,1.473909744,1.088425657,0.04375325
GB54314,LOC724161,XM_001119916.3,0.605254827,1.420020941,0.2261029
GB56016,LOC724164,XM_001119919.3,0.967779503,0.887131211,0.30449916
GB41213,LOC724166,XM_001119921.4,1.314393112,1.369159491,0.0017189
GB47885,LOC724175,XM_001119928.4,1.106646998,0.936393613,0.00086162
GB40561,LOC724176,XM_001119929.4,0.522404991,0.740073738,0.23444399
NA,LOC724178,XM_001119931.4,1.8290263,0.973513998,NA
GB46503,LOC724625,XM_001119937.4,1.080143388,1.571117655,0.23069774
GB54100,LOC724365,XM_001119944.4,0.657313301,1.051701281,0.11964286
NA,LOC724717,XM_001119946.3,1.816364415,0.756818506,NA
GB42780,LOC725076,XM_001119951.4,1.159404726,1.087503658,0.15011517
GB48749,LOC724453,XM_001119958.4,0.772919666,0.950482292,0.45331368
GB50348,LOC724901,XM_001119959.4,0.511087704,0.924825369,0.37339241
GB54384,LOC725315,XM_001119960.4,0.912363067,1.459780908,0.31755466
GB40864,LOC724192,XM_001119962.4,1.261823001,0.906825444,0.01085801
GB45830,LOC724193,XM_001119963.4,0.473161884,1.419485653,0.31327173
GB51630,LOC724195,XM_001119965.4,1.410864874,0.878038246,0.00323111
GB51604,LOC724196,XM_001119966.4,1.396652261,0.860727556,0.00346981
GB54905,LOC724197,XM_001119967.4,1.455613819,1.037665297,0.00156569
GB43100,LOC724201,XM_001119971.4,0.581357791,1.062481479,0.29623072
GB49357,LOC724203,XM_001119973.3,0.478614983,0.584973868,0.54468639
GB48010,LOC724205,XM_001119975.4,1.323697673,0.84472812,0.05634116
GB54187,LOC724206,XM_001119976.4,0.475052265,1.28543554,0.35172084
NA,LOC724211,XM_001119981.4,1.635207017,0.992025591,NA
GB49081,LOC724212,XM_001119982.4,0.46041622,1.40426947,0.39095683
GB44043,LOC724216,XM_001119986.4,1.497703412,0.907699038,0.00270967
GB48169,LOC724223,XM_001119992.4,0.846843798,1.279888921,0.16708576
GB51670,LOC724225,XM_001119993.4,1.544111668,0.93749637,0.00313822
GB43035,LOC724227,XM_001119995.4,1.46999626,1.020830736,0.00452757
NA,LOC724229,XM_001119997.3,1.232415902,0.948012232,NA
GB48333,LOC724486,XM_001119998.4,0.646857143,1.034971429,0.21891907
GB45172,LOC724791,XM_001120000.4,1.753610374,1.315207781,0.00064935
GB45910,LOC724367,XM_001120006.4,1.303030303,0.757575758,0.00163652
GB55656,LOC725101,XM_001120007.4,1.219416785,1.016180654,0.08449195
NA,LOC724489,XM_001120009.4,1.077157803,1.846556234,NA
GB46567,LOC724532,XM_001120011.4,0.602194787,0.869836915,0.53538564
GB44160,LOC725102,XM_001120012.4,0.910619469,1.17079646,0.12874351
GB44339,LOC724869,XM_001120014.4,0.844912281,1.50877193,0.00492611
GB42690,LOC724451,XM_001120016.4,0.622585034,0.735782313,0.1026269
GB49975,LOC724493,XM_001120018.2,0.438460567,1.364099541,0.47479903
GB47543,LOC724831,XM_001120019.4,0.991692278,0.913400782,0.00335271
GB40536,LOC725573,XM_001120020.4,1.405085748,1.17090479,0.00216685
GB48797,LOC724494,XM_001120023.4,0.688944188,0.91859225,0.19445026
GB42753,LOC724873,XM_001120025.4,0.667874872,1.387124734,0.17153048
GB47402,LOC724236,XM_001120029.4,1.307317715,0.912082127,0.00493575
GB49727,LOC724237,XM_001120030.4,1.441209988,0.967871414,0.00301995
GB51583,LOC724239,XM_001120032.4,1.293917167,0.957996364,0.00361469
GB53910,LOC724240,XM_001120033.4,0.66744466,1.152858959,0.24146467
GB54296,LOC724241,XM_001120034.4,0.78394701,1.175920514,0.42381086
GB55094,LOC724242,XM_001120035.4,1.22045264,1.075160659,0.00346341
GB53846,LOC724244,XM_001120037.4,0.523057193,0.992005021,0.51806237
GB49904,LOC724246,XM_001120039.2,1.148440799,0.765627199,0.00178036
GB43625,LOC724247,XM_001120040.4,0.559073359,0.931788932,0.32583706
GB49440,LOC724250,XM_001120043.4,0.774340606,1.068056008,0.00150624
GB51299,LOC724252,XM_001120045.4,1.316893697,0.981066938,0.00374353
GB46000,LOC724260,XM_001120052.3,1.279037321,0.824642483,0.0034628
GB46259,LOC724262,XM_001120054.4,0.61719457,1.182956259,0.17390908
GB47886,LOC724264,XM_001120056.4,1.12,1.026666667,0.17452499
GB42691,LOC724267,XM_001120059.4,0.634581105,1.096094636,0.25042896
GB53374,LOC724269,XM_001120061.4,1.748772648,0.900749731,0.00331805
NA,LOC724829,XM_001120067.4,1.238095238,1.333333333,NA
GB52790,LOC725184,XM_001120069.4,1.209132864,1.145494292,0.0848303
GB55604,LOC725144,XM_001120073.4,1.895122846,0.958709204,0.0028478
GB52524,LOC724872,XM_001120083.4,1.576504213,0.788252107,0.00237608
GB40862,LOC724280,XM_001120086.4,0.987654321,1.481481481,0.42612006
GB51584,LOC724282,XM_001120088.4,1.126675211,0.973278117,0.00329339
GB54906,LOC724283,XM_001120089.4,0.943746987,1.229354628,0.03596648
GB55060,LOC724287,XM_001120092.4,1.34176515,1.197489327,0.00247519
GB47230,LOC724288,XM_001120093.3,0.312791538,1.387162473,0.32131923
GB50511,LOC724296,XM_001120100.4,0.565238248,1.312160217,0.21010303
GB51301,LOC724297,XM_001120101.4,1.457638674,0.99521537,0.00309046
GB56017,LOC724301,XM_001120105.3,1.623249104,0.9557448,0.00363909
GB48617,LOC724306,XM_001120110.4,0.494288103,0.865004179,0.35405359
GB44470,LOC724307,XM_001120111.4,1.261673272,0.95326425,0.00385791
GB48080,LOC724308,XM_001120112.4,1.438081372,0.906616517,0.00327193
GB46338,LOC724310,XM_001120114.4,1.466093698,1.003576044,0.00323754
GB43310,LOC724312,XM_001120116.4,1.362045822,0.920301231,0.00169902
GB46816,LOC724319,XM_001120123.4,1.286796927,1.014589885,0.00264171
GB47504,LOC725272,XM_001120132.4,1.167577413,1.417772574,0.00283541
GB43952,LOC725565,XM_001120134.4,0.777871648,1.096091868,0.19701517
GB45912,LOC724449,XM_001120137.4,0.949364079,0.813740639,0.00242028
GB44564,LOC725038,XM_001120140.4,1.652461322,0.959493671,0.002144
GB42952,LOC724676,XM_001120141.4,0.880824373,1.216376515,0.11407081
GB47753,LOC725316,XM_001120146.4,0.621438263,1.242876526,0.41634661
GB40861,LOC724327,XM_001120148.4,1.11769991,1.397124888,0.02766713
GB40785,LOC724328,XM_001120149.4,1.078354718,0.877305533,0.00304332
GB46430,LOC724330,XM_001120151.3,0.362974449,1.406525989,0.42896652
GB42204,LOC724332,XM_001120153.4,0.522222222,1.290196078,0.09286664
GB54295,LOC724333,XM_001120154.4,1.522034878,0.93436713,0.00349577
GB43495,LOC724336,XM_001120157.4,0.840588323,0.877135641,0.00341462
GB43565,LOC724338,XM_001120159.4,0.931342879,1.119969285,0.18978343
GB52805,LOC724339,XM_001120160.4,0.21498708,1.461912145,0.75706764
GB53669,LOC724343,XM_001120164.4,0.235772358,1.06097561,0.43333333
GB47036,LOC724344,XM_001120165.4,1.267657569,1.057901281,0.00438954
GB42366,LOC724352,XM_001120173.3,0.70609319,1.109575013,0.02903226
GB53803,LOC724353,XM_001120174.4,1.353614927,1.279444246,0.00248406
GB44862,LOC724356,XM_001120177.4,1.063915417,1.047672434,0.00412536
GB42812,LOC724357,XM_001120178.4,0.687550764,0.951993365,0.18645018
GB46653,LOC724361,XM_001120182.4,0.349723593,1.14631622,0.3166603
GB47093,LOC724363,XM_001120184.4,0.884778013,1.179704017,0.23945949
NA,LOC725308,XM_001120186.4,0.915730337,1.322721598,NA
GB54280,LOC725142,XM_001120188.3,0.863013699,1.109589041,0.33755792
GB54685,LOC725379,XM_001120192.4,0.853925879,1.078643216,0.21284857
NA,LOC725232,XM_001120193.3,1.433373206,0.74784689,NA
GB45913,LOC724488,XM_001120194.4,0.910654881,0.78647467,0.00271132
GB50738,LOC725530,XM_001120195.4,0.682773109,1.228991597,0.08486863
GB49093,LOC725036,XM_001120196.4,1.594468899,0.921248697,0.00352165
GB44016,LOC725311,XM_001120198.4,1.338034879,1.139316828,0.13541411
GB40946,LOC726088,XM_001120202.4,0.676244473,1.244904598,0.2074972
GB47400,LOC724373,XM_001120208.4,1.229808082,0.788116447,0.00349923
GB50365,LOC724375,XM_001120210.4,1.053345682,1.126834915,0.11541422
GB47995,LOC724378,XM_001120213.4,1.556811483,1.080761691,0.00260979
GB50278,LOC724380,XM_001120215.4,0.865923172,1.15456423,0.44744239
GB50636,LOC724382,XM_001120217.4,1.790348225,0.906505431,0.003783
GB42053,LOC724386,XM_001120220.4,0.8515625,1.234765625,0.00264352
GB44577,LOC724388,XM_001120222.3,0.535875889,1.339689722,0.07763167
GB46087,LOC724390,XM_001120224.4,1.643034339,0.976628803,0.00433942
GB40438,LOC724393,XM_001120227.4,1.067611426,1.011421351,0.0038509
GB51736,LOC724398,XM_001120232.4,1.256467835,1.032098579,0.00246811
GB48578,LOC724399,XM_001120233.3,0.744083555,1.356858247,0.06619618
GB45491,LOC726034,XM_001120239.4,0.545017053,1.192224803,0.20217178
GB52698,LOC725310,XM_001120242.4,1.00707197,1.127920606,0.17890842
GB50840,LOC725742,XM_001120244.4,0.717659689,1.435319377,0.08203704
GB49771,LOC725143,XM_001120245.4,0.891985887,1.154334677,0.22734836
GB55628,LOC726428,XM_001120246.4,1.026737968,1.197860963,0.46213649
GB42985,LOC725646,XM_001120250.4,1.007283142,0.976759411,0.00219855
NA,LOC725416,XM_001120253.4,0.310727969,0.81566092,NA
GB43029,LOC725851,XM_001120262.4,1.075433805,0.762580334,NA
GB41084,LOC725383,XM_001120263.3,1.180555556,0.708333333,0.08184524
GB54571,LOC726058,XM_001120264.4,0.447313585,0.952972421,0.46699042
GB40789,LOC724410,XM_001120266.4,1.106655666,1.023359003,0.00351243
GB47399,LOC724412,XM_001120268.4,1.260894625,0.817566378,0.00308368
GB40635,LOC724418,XM_001120274.4,1.355557569,1.004982335,0.00101188
GB52687,LOC724420,XM_001120276.4,0.892679906,0.892679906,0.07819751
