ID	RNAacc	CDSlen_ucsc	IntronLen_ucsc	UTRlen_ucsc	TotalLen_ucsc	CDSlen_GB	Q_bagel	SW_bagel	RW_bagel	Q/SW	log2Q/SW	P(Q>N)	P(Q>O)	P(N>Q)	P(N>O)	P(O>Q)	P(O>N)	Sig	FlyID	OGID	NoSpecies	AmelBranch	NvitBranch	ID2	CAI	ID3	Nc	ID4	Len_aa	Len_sym	GC	GC3s	GCn3s	GC1	GC2	GC3	T1	T2	T3	C1	C2	C3	A1	A2	A3	G1	G2	G3	RNAacc2	IntronGC	chromosome	start	end	RNAacc3	length	validLength	nrLength	gcContent	cpgContent	cpgOE	gpcContent	gpcOE	nrGCcontent	nrCpGcontent	nrCpGOE	nrGpCContent	nrGpCOE	abs_log2Q/SW
GB10062	XM_001121993					300																		GB10062-RA	0.908	GB10062-RA	37.22	GB10062-RA	99	92	0.323	0.065	0.439	0.444	0.394	0.131	0.242	0.384	0.434	0.152	0.222	0.02	0.313	0.222	0.434	0.293	0.172	0.111																				
GB10063	XR_015040					1848	0.878009377	1.078265756	1.043724867	0.8142792	-0.296404545	0.0144	0.0281	0.9856	0.6049	0.9719	0.3951	W	FBgn0000382	1637	4	0.024151	0.033694	GB10063-RA	0.851	GB10063-RA	37.64	GB10063-RA	615	594	0.347	0.103	0.464	0.488	0.421	0.133	0.213	0.242	0.475	0.184	0.198	0.037	0.299	0.337	0.392	0.304	0.223	0.096																				0.296404545
GB10064						1269																		GB10064-RA	0.702	GB10064-RA	40.44	GB10064-RA	422	406	0.446	0.355	0.49	0.578	0.382	0.379	0.135	0.367	0.441	0.197	0.213	0.166	0.287	0.251	0.18	0.382	0.168	0.213																				
GB10065	XM_394802	1374	602	0	1976	1374													FBgn0010382	3093	3	0.096909	0.18472	GB10065-RA	0.849	GB10065-RA	37.66	GB10065-RA	457	439	0.362	0.128	0.472	0.477	0.446	0.162	0.247	0.236	0.385	0.223	0.298	0.046	0.276	0.317	0.453	0.254	0.149	0.116	XM_394802	0.16	chr9	3835837	3837813	XM_394802	1977	1977	1785	0.300961052	0.00708502	0.313527547	0.026821862	1.186925715	0.328851541	0.007860752	0.291674925	0.029758563	1.104197929	
GB10066						3063													FBgn0031866	1444	4	0.14594	0.11869	GB10066-RA	0.491	GB10066-RA	44.05	GB10066-RA	1020	992	0.627	0.792	0.548	0.594	0.49	0.798	0.182	0.237	0.119	0.265	0.282	0.405	0.224	0.273	0.083	0.329	0.208	0.393																				
GB10067	XM_394703	2547	218724	0	221271	1899	0.915100066	1.016081358	1.068818575	0.900616923	-0.151014508	0.0165	0.001	0.9835	0.0927	0.999	0.9073	W						GB10067-RA	0.587	GB10067-RA	53.92	GB10067-RA	632	609	0.5	0.621	0.443	0.476	0.389	0.634	0.215	0.266	0.212	0.184	0.241	0.339	0.309	0.345	0.153	0.293	0.149	0.296	XM_394703	0.34	chr7	8165725	8386996	XM_394703	221272	217510	205050	0.34142798	0.048543198	1.667555274	0.026299213	0.903430211	0.354801268	0.051291819	1.631576727	0.027750916	0.882747949	0.151014508
GB10068	XM_001123300					855													FBgn0029914	6957	4	0.45559	0.39497	GB10068-RA	0.899	GB10068-RA	33.31	GB10068-RA	284	263	0.265	0.076	0.35	0.292	0.359	0.144	0.313	0.345	0.423	0.134	0.19	0.039	0.394	0.296	0.433	0.158	0.169	0.106																				
GB10069	XM_001120078					180	1.021839242	0.997650043	0.980510715	1.024246176	0.034562507	0.7558	0.8261	0.2442	0.606	0.1739	0.394	NS						GB10069-RA	0.79	GB10069-RA	42.47	GB10069-RA	59	56	0.379	0.196	0.463	0.424	0.475	0.237	0.254	0.305	0.441	0.254	0.339	0.102	0.322	0.22	0.322	0.169	0.136	0.136																				0.034562507
GB10070	XM_001120512					936																		GB10070-RA	0.644	GB10070-RA	54.91	GB10070-RA	311	304	0.503	0.53	0.49	0.453	0.514	0.54	0.267	0.177	0.238	0.18	0.248	0.322	0.28	0.309	0.222	0.273	0.267	0.219																				
GB10071	XM_625170	1215	5340	0	6555	1485													FBgn0033844	2823	4	0.068747	0.081084	GB10071-RA	0.789	GB10071-RA	45.32	GB10071-RA	494	470	0.364	0.223	0.429	0.439	0.391	0.261	0.261	0.368	0.407	0.154	0.213	0.126	0.3	0.241	0.332	0.285	0.178	0.136	XM_625170	0.18	chrUn	21071260	21077815	XM_625170	6556	6337	3886	0.204828783	0.005367009	0.514056793	0.018468824	1.768960142	0.28486876	0.008806009	0.435655562	0.028231028	1.396660478	
GB10072						867																		GB10072-RA	0.775	GB10072-RA	46.65	GB10072-RA	288	284	0.446	0.275	0.529	0.635	0.417	0.285	0.177	0.278	0.351	0.288	0.24	0.156	0.188	0.306	0.365	0.347	0.177	0.128																				
GB10073	XM_397380	1797	1840	0	3637	1797													FBgn0020443	1615	4	0.020657	0.026058	GB10073-RA	0.791	GB10073-RA	46.83	GB10073-RA	598	573	0.402	0.248	0.475	0.54	0.388	0.279	0.139	0.269	0.349	0.157	0.224	0.1	0.321	0.343	0.371	0.383	0.164	0.179	XM_397380	0.15	chr11	2024972	2028609	XM_397380	3638	3638	2769	0.275975811	0.016497113	0.901475277	0.023645862	1.292114564	0.338750451	0.021754895	0.790065754	0.031182016	1.132427581	
GB10074	XM_396577	2694	5451	528	8673	2694	0.880273941	1.091680531	1.028045528	0.806347568	-0.310526263	0.0379	0.1137	0.9621	0.7528	0.8863	0.2472	W	FBgn0031030	451	4	0.019461	0.04573	GB10074-RA	0.824	GB10074-RA	39.9	GB10074-RA	897	865	0.347	0.145	0.443	0.523	0.343	0.175	0.169	0.241	0.366	0.224	0.177	0.06	0.308	0.416	0.459	0.299	0.166	0.115	XM_396577	0.15	chrUn	248950133	248958806	XM_396577	8674	8674	5506	0.22780724	0.013605442	1.058246198	0.019601061	1.524591981	0.315837268	0.02100073	0.848168335	0.030131483	1.216937176	0.310526263
GB10075	XM_001122818					504																		GB10075-RA	0.734	GB10075-RA	45.36	GB10075-RA	167	162	0.469	0.377	0.513	0.503	0.509	0.395	0.156	0.281	0.299	0.234	0.311	0.168	0.341	0.21	0.305	0.269	0.198	0.228																				
GB10076						261																		GB10076-RA	0.913	GB10076-RA	26.02	GB10076-RA	86	80	0.233	0.075	0.303	0.256	0.302	0.14	0.244	0.326	0.419	0.07	0.174	0.035	0.5	0.372	0.442	0.186	0.128	0.105																				
GB10077	XM_396999	1944	17893	0	19837	1884														3336	4	0.014213	0.072651	GB10077-RA	0.631	GB10077-RA	55.64	GB10077-RA	627	605	0.513	0.521	0.509	0.544	0.458	0.537	0.198	0.265	0.211	0.27	0.279	0.258	0.258	0.278	0.252	0.274	0.179	0.279	XM_396999	0.38	chr1	13964748	13984585	XM_396999	19838	19838	19293	0.397620728	0.056863437	1.438722234	0.039723749	1.005064823	0.404343544	0.058249909	1.425129715	0.04030292	0.986042554	
GB10078	XM_396244	4632	415	0	5047	4632														3550	4	0.41186	0.37895	GB10078-RA	0.678	GB10078-RA	55.14	GB10078-RA	1543	1507	0.449	0.463	0.443	0.443	0.43	0.475	0.187	0.253	0.272	0.161	0.31	0.207	0.37	0.317	0.253	0.282	0.12	0.268	XM_396244	0.3	chr15	1386143	1391190	XM_396244	5048	5048	5048	0.436806656	0.079056865	1.657556504	0.038240539	0.801775452	0.436806656	0.079056865	1.657556504	0.038240539	0.801775452	
GB10079	XM_001120285					1509																		GB10079-RA	0.73	GB10079-RA	52	GB10079-RA	502	480	0.392	0.36	0.407	0.404	0.384	0.388	0.281	0.396	0.333	0.133	0.185	0.221	0.315	0.219	0.279	0.271	0.199	0.167																				
GB10080						105																		GB10080-RA	0.544	GB10080-RA	61	GB10080-RA	34	33	0.49	0.424	0.522	0.647	0.382	0.441	0.147	0.294	0.294	0.353	0.176	0.235	0.206	0.324	0.265	0.294	0.206	0.206																				
GB10081	XM_392583	783	514	195	1492	783																		GB10081-RA	0.782	GB10081-RA	46.87	GB10081-RA	260	252	0.347	0.21	0.413	0.415	0.392	0.235	0.173	0.269	0.354	0.204	0.265	0.085	0.412	0.338	0.412	0.212	0.127	0.15	XM_392583	0.11	chrUn	16820179	16821671	XM_392583	1493	1493	1014	0.245813798	0.016756032	1.109230719	0.019436997	1.286707634	0.325443787	0.023809524	0.899205037	0.027777778	1.049072544	
GB10082	XM_624399	6159	11434	0	17593	6153																		GB10082-RA	0.824	GB10082-RA	39.4	GB10082-RA	2050	1995	0.321	0.143	0.407	0.507	0.291	0.166	0.167	0.256	0.316	0.209	0.153	0.054	0.326	0.453	0.518	0.298	0.139	0.112	XM_624399	0.22	chr16	4366670	4384263	XM_624399	17594	17270	13140	0.250318471	0.020442437	1.314989827	0.019400046	1.247936521	0.30585997	0.026508785	1.142675033	0.024904507	1.073521789	
GB10083	XM_001121218					942													FBgn0030435	5669	4	0.18812	0.045667	GB10083-RA	0.809	GB10083-RA	43.19	GB10083-RA	313	297	0.331	0.178	0.402	0.399	0.374	0.22	0.268	0.329	0.431	0.163	0.22	0.083	0.332	0.297	0.348	0.236	0.153	0.137																				
GB10084						3246	0.952399093	0.987714052	1.059886855	0.964245766	-0.052527188	0.2668	0.0641	0.7332	0.1622	0.9359	0.8378	NS						GB10084-RA	0.611	GB10084-RA	57.51	GB10084-RA	1081	1050	0.502	0.549	0.48	0.505	0.44	0.562	0.195	0.241	0.22	0.195	0.213	0.246	0.3	0.318	0.218	0.31	0.228	0.315																				0.052527188
GB10085						1347																		GB10085-RA	0.845	GB10085-RA	43.35	GB10085-RA	448	434	0.283	0.164	0.34	0.317	0.342	0.19	0.277	0.263	0.429	0.123	0.232	0.085	0.406	0.395	0.382	0.194	0.109	0.105																				
GB10086	XM_394307	1371	37959	0	39330	1176													FBgn0011253	2725	4	0.055037	0.043186	GB10086-RA	0.598	GB10086-RA	58.08	GB10086-RA	391	381	0.478	0.528	0.455	0.519	0.376	0.54	0.166	0.256	0.215	0.215	0.197	0.238	0.315	0.368	0.246	0.304	0.179	0.302	XM_394307	0.4	chr2	2913760	2953090	XM_394307	39331	39231	37509	0.406668196	0.070459876	1.704213137	0.039334149	0.951375134	0.415580261	0.073272295	1.697069987	0.040733524	0.9434349	
GB10087						789	0.954162055	1.022537308	1.023300637	0.933131777	-0.099847262	0.0967	0.0884	0.9033	0.4818	0.9116	0.5182	NS						GB10087-RA	0.631	GB10087-RA	57.42	GB10087-RA	262	250	0.478	0.544	0.448	0.492	0.378	0.565	0.244	0.389	0.218	0.206	0.21	0.279	0.263	0.233	0.218	0.286	0.168	0.286																				0.099847262
GB10088	XM_392555	714	5975	237	6926	714	1.417601904	0.764325368	0.818072728	1.854710001	0.891193627	1	1	0	0.27	0	0.73	Q		5566	4	0.043408	0.086024	GB10088-RA	0.626	GB10088-RA	57.87	GB10088-RA	237	223	0.47	0.511	0.451	0.46	0.409	0.54	0.215	0.262	0.236	0.207	0.232	0.253	0.325	0.329	0.224	0.253	0.177	0.287	XM_392555	0.27	chr9	8514174	8521100	XM_392555	6927	6927	6497	0.293056157	0.028299163	1.319998783	0.022956974	1.070815339	0.309065723	0.030214275	1.266953581	0.02451056	1.027783772	0.891193627
GB10089	XM_001120789					666																		GB10089-RA	0.872	GB10089-RA	40.71	GB10089-RA	221	217	0.261	0.124	0.327	0.376	0.267	0.14	0.217	0.326	0.403	0.104	0.154	0.086	0.407	0.407	0.457	0.271	0.113	0.054																				
GB10090	XM_394503	1665	3288	11	4964	1527													FBgn0030969	1692	5	0.024511	0.044943	GB10090-RA	0.877	GB10090-RA	36.04	GB10090-RA	508	496	0.282	0.103	0.369	0.409	0.313	0.124	0.248	0.299	0.439	0.171	0.191	0.041	0.343	0.388	0.437	0.238	0.122	0.083	XM_394503	0.24	chr4	6675775	6680739	XM_394503	4965	4965	3663	0.255387714	0.024979855	1.541946451	0.01813054	1.119154682	0.318045318	0.03316886	1.323216852	0.024122807	0.962339528	
GB10091	XM_396702	2127	66292	0	68419	2127													FBgn0039704	990	4	0.030265	0.071984	GB10091-RA	0.513	GB10091-RA	44.43	GB10091-RA	708	688	0.596	0.782	0.507	0.559	0.441	0.788	0.202	0.268	0.105	0.213	0.254	0.445	0.239	0.291	0.107	0.346	0.186	0.343	XM_396702	0.4	chr9	9053357	9121776	XM_396702	68420	66798	64724	0.406359472	0.061530631	1.492013865	0.036603988	0.88758489	0.410496879	0.063186218	1.500887178	0.037608635	0.89333275	
GB10092	XM_395179	2895	2066	0	4961	2895													FBgn0027321	747	5	0.035855	0.068286	GB10092-RA	0.836	GB10092-RA	40.05	GB10092-RA	964	928	0.351	0.156	0.443	0.461	0.405	0.188	0.209	0.274	0.384	0.186	0.254	0.057	0.331	0.322	0.428	0.275	0.15	0.131	XM_395179	0.19	chrUn	90737779	90742740	XM_395179	4962	4962	4228	0.281741233	0.016730498	0.844532181	0.02318081	1.17013495	0.32166509	0.019435885	0.752560967	0.027257644	1.055420869	
GB10093	XR_014869					3429	0.991508232	1.02374872	0.984743048	0.96850742	-0.046164992	0.3113	0.5379	0.6887	0.7326	0.4621	0.2674	NS	FBgn0034975	1356	5	0.08954	0.092233	GB10093-RA	0.735	GB10093-RA	55.34	GB10093-RA	942	928	0.431	0.377	0.457	0.471	0.435	0.386	0.184	0.219	0.314	0.192	0.236	0.176	0.345	0.346	0.299	0.279	0.2	0.21																				0.046164992
GB10094	XM_393614	786	1046	48	1880	759	1.148462682	0.910553313	0.940984005	1.261279999	0.334888584	0.9997	0.9989	0.0003	0.294	0.0011	0.706	Q		4933	4	0.077135	0.077059	GB10094-RA	0.75	GB10094-RA	42.33	GB10094-RA	252	245	0.357	0.212	0.427	0.476	0.361	0.234	0.131	0.294	0.369	0.202	0.163	0.111	0.393	0.345	0.397	0.274	0.198	0.123	XM_393614	0.17	chrUn	59331418	59333298	XM_393614	1881	1881	1363	0.246145667	0.019148936	1.266345541	0.019680851	1.301521806	0.321349963	0.026568266	1.030496699	0.027306273	1.059121607	0.334888584
GB10095						582																		GB10095-RA	0.87	GB10095-RA	36.53	GB10095-RA	193	190	0.24	0.089	0.314	0.373	0.244	0.104	0.202	0.352	0.404	0.171	0.135	0.057	0.425	0.404	0.492	0.202	0.109	0.047																				
GB10096	XM_623912	1617	4592	432	6641	1686													FBgn0023423	1445	4	0.038241	0.075416	GB10096-RA	0.835	GB10096-RA	39.28	GB10096-RA	561	534	0.337	0.178	0.412	0.421	0.374	0.217	0.246	0.296	0.415	0.137	0.175	0.084	0.333	0.33	0.367	0.283	0.2	0.134	XM_623912	0.17	chrUn	164173711	164180352	XM_623912	6642	6642	4256	0.219512195	0.013251016	1.117800617	0.013552176	1.143205176	0.297227444	0.020557656	0.954417826	0.020085066	0.932477186	
GB10097	XM_624071	1278	1501	208	2987	1278													FBgn0036685	3965	5	0.010767	0.032785	GB10097-RA	0.824	GB10097-RA	40.78	GB10097-RA	425	414	0.357	0.155	0.454	0.489	0.405	0.176	0.169	0.226	0.344	0.216	0.24	0.059	0.341	0.369	0.48	0.273	0.165	0.118	XM_624071	0.1	chr10	493176	496163	XM_624071	2988	2988	1791	0.21854083	0.01071309	0.903652577	0.018078339	1.524913724	0.319374651	0.01742552	0.687056841	0.027543564	1.085993071	
GB10098	XM_394446	2458	935	0	3393	2481													FBgn0035879	734	4	0.047954	0.07723	GB10098-RA	0.849	GB10098-RA	38.11	GB10098-RA	826	795	0.327	0.128	0.421	0.478	0.343	0.161	0.223	0.308	0.429	0.168	0.171	0.063	0.299	0.35	0.41	0.31	0.172	0.098	XM_394446	0.14	chr3	10790945	10794338	XM_394446	3394	3394	2886	0.27578079	0.01061008	0.577995368	0.023872679	1.300489579	0.313582814	0.012517385	0.528029191	0.028164117	1.188065681	
GB10099						729																		GB10099-RA	0.631	GB10099-RA	55.81	GB10099-RA	242	227	0.461	0.529	0.431	0.413	0.413	0.558	0.236	0.264	0.219	0.178	0.223	0.256	0.351	0.322	0.223	0.236	0.19	0.302																				
GB10100	XM_396003	1335	734	235	2304	1335																		GB10100-RA	0.863	GB10100-RA	38.15	GB10100-RA	444	427	0.296	0.11	0.383	0.405	0.338	0.144	0.241	0.266	0.466	0.167	0.205	0.045	0.354	0.396	0.39	0.239	0.133	0.099	XM_396003	0.13	chr5	13243248	13245552	XM_396003	2305	2305	1700	0.226464208	0.010416667	0.820579886	0.020399306	1.606968944	0.285294118	0.013002364	0.645583482	0.027777778	1.379201075	
GB10101	XM_395304	909	785	0	1694	909																		GB10101-RA	0.85	GB10101-RA	38.29	GB10101-RA	302	291	0.305	0.117	0.393	0.427	0.338	0.149	0.219	0.285	0.411	0.149	0.189	0.073	0.354	0.377	0.44	0.278	0.149	0.076	XM_395304	0.19	chrUn	25108405	25110099	XM_395304	1695	1695	1405	0.250147493	0.007674144	0.494538449	0.017119244	1.103201156	0.288967972	0.009292352	0.448273082	0.020729092	0.999993799	
GB10102	XM_625262	351	4129	1079	5559	351	1.085448662	0.935296208	0.97925513	1.160540001	0.21479625	0.9998	0.9943	0.0002	0.0871	0.0057	0.9129	Q						GB10102-RA	0.782	GB10102-RA		GB10102-RA	116	114	0.422	0.289	0.487	0.75	0.216	0.302	0.026	0.121	0.216	0.026	0.095	0.121	0.224	0.664	0.483	0.724	0.121	0.181	XM_625262	0.29	chr4	2303749	2309308	XM_625262	5560	5560	4220	0.323741007	0.039575463	1.510462242	0.031840259	1.215235531	0.372748815	0.051343	1.478332261	0.040171143	1.156658112	0.21479625
GB10103						2127																		GB10103-RA	0.671	GB10103-RA	59.35	GB10103-RA	708	683	0.409	0.439	0.394	0.508	0.258	0.459	0.205	0.319	0.26	0.151	0.14	0.229	0.287	0.422	0.281	0.357	0.119	0.23																				
GB10104	XM_396481	924	828	0	1752	924													FBgn0032850	4260	4	0.037164	0.301	GB10104-RA	0.797	GB10104-RA	44.56	GB10104-RA	307	289	0.376	0.228	0.443	0.45	0.404	0.274	0.241	0.309	0.345	0.179	0.231	0.134	0.309	0.287	0.381	0.27	0.173	0.14	XM_396481	0.14	chrUn	78036095	78037847	XM_396481	1753	1753	1219	0.265830006	0.014269406	0.808921456	0.025684932	1.45605862	0.349466776	0.020610058	0.675096263	0.036273702	1.188169423	
GB10105	XM_001122682					2139																		GB10105-RA	0.85	GB10105-RA	36.78	GB10105-RA	712	680	0.287	0.144	0.354	0.367	0.312	0.183	0.235	0.303	0.388	0.125	0.215	0.086	0.399	0.385	0.43	0.242	0.097	0.097																				
GB10106	XM_395476	1404	634	0	2038	1404														1877	4	0.0613	0.073964	GB10106-RA	0.873	GB10106-RA	34.82	GB10106-RA	467	449	0.318	0.094	0.424	0.463	0.364	0.128	0.255	0.321	0.413	0.176	0.195	0.032	0.283	0.315	0.458	0.287	0.169	0.096	XM_395476	0.11	chrUn	53821597	53823635	XM_395476	2039	2039	1594	0.253065228	0.005888126	0.379841204	0.020117763	1.297790779	0.305520703	0.006926952	0.306165838	0.025188917	1.11333032	
GB10107	XM_397201	804	694	305	1803	804														5980	4	0.14333	0.14511	GB10107-RA	0.85	GB10107-RA	41.69	GB10107-RA	267	262	0.295	0.13	0.375	0.401	0.337	0.146	0.21	0.281	0.449	0.112	0.21	0.064	0.39	0.382	0.404	0.288	0.127	0.082	XM_397201	0.15	chr5	8779247	8781050	XM_397201	1804	1804	1434	0.224501109	0.010537992	0.845871412	0.013311148	1.068469152	0.266387727	0.010504202	0.600811586	0.016806723	0.961298538	
GB10108	XM_001120461					3438	1.003265929	1.014007135	0.982726936	0.989407169	-0.015363742	0.411	0.6459	0.589	0.7412	0.3541	0.2588	NS	FBgn0034568	295	4	0.064084	0.05089	GB10108-RA	0.751	GB10108-RA	49.09	GB10108-RA	1145	1105	0.403	0.3	0.452	0.496	0.389	0.325	0.219	0.31	0.344	0.166	0.208	0.156	0.285	0.301	0.331	0.33	0.181	0.169																				0.015363742
GB10109	XM_391901	1281	611	204	2096	1281													FBgn0027615	5067	4	0.69175	0.35766	GB10109-RA	0.874	GB10109-RA	35.18	GB10109-RA	426	407	0.288	0.103	0.374	0.357	0.364	0.143	0.256	0.317	0.376	0.143	0.242	0.052	0.387	0.319	0.481	0.214	0.122	0.092	XM_391901	0.14	chr11	4590105	4592201	XM_391901	2097	2097	1650	0.227944683	0.007156489	0.551022677	0.016221374	1.248984736	0.275151515	0.009135201	0.482802101	0.020706456	1.09435143	
GB10110	XM_623643	1056	363	61	1480	1056	1.202339793	0.86148474	0.936175467	1.395660001	0.480947527	0.9999	0.9983	0.0001	0.1475	0.0017	0.8525	Q	FBgn0038977	7819	4	0.39802	0.16873	GB10110-RA	0.645	GB10110-RA	57.23	GB10110-RA	351	340	0.442	0.506	0.411	0.49	0.313	0.521	0.174	0.256	0.194	0.16	0.217	0.185	0.336	0.43	0.285	0.33	0.097	0.336	XM_623643	0.14	chr16	2610506	2611986	XM_623643	1481	1481	1231	0.35381499	0.052027027	1.710650177	0.032432432	1.066379331	0.415922015	0.062754686	1.485526893	0.039119804	0.926042739	0.480947527
GB10111	XM_391921	1131	62273	246	63650	1143	0.877642068	1.020838148	1.101519784	0.859726951	-0.218049563	0.0362	0.0059	0.9638	0.1816	0.9941	0.8184	NS						GB10111-RA	0.574	GB10111-RA	55.55	GB10111-RA	380	371	0.549	0.617	0.516	0.537	0.484	0.626	0.137	0.276	0.203	0.216	0.276	0.353	0.326	0.239	0.171	0.321	0.208	0.274	XM_391921	0.26	chr12	1561231	1624881	XM_391921	63651	63601	49307	0.26248015	0.026321169	1.528270431	0.018836774	1.093708468	0.312166629	0.033348272	1.368936735	0.023956975	0.983426756	0.218049563
GB10112	XM_394448	1866	1860	537	4263	1866													FBgn0033737	2939	4	0.11058	0.17504	GB10112-RA	0.85	GB10112-RA	39.99	GB10112-RA	621	601	0.366	0.14	0.474	0.456	0.475	0.167	0.208	0.251	0.419	0.177	0.309	0.074	0.337	0.274	0.414	0.279	0.166	0.093	XM_394448	0.23	chrUn	1494704	1498967	XM_394448	4264	4264	3723	0.289634146	0.015247478	0.727097995	0.029087497	1.387079253	0.319903304	0.017232095	0.673536168	0.033117932	1.294452322	
GB10113	XM_396475	1815	28547	442	30804	1980																		GB10113-RA	0.673	GB10113-RA	58.45	GB10113-RA	659	643	0.44	0.398	0.46	0.504	0.404	0.413	0.165	0.232	0.279	0.25	0.247	0.19	0.331	0.364	0.308	0.253	0.156	0.223	XM_396475	0.27	chr1	10603260	10634064	XM_396475	30805	30755	26747	0.280832385	0.026924203	1.365937677	0.021721458	1.101988367	0.310988148	0.030961841	1.281157471	0.024851938	1.028338261	
GB10114	XM_393807	1122	866	141	2129	1122													FBgn0043364	7508	4	0.011853	0.10542	GB10114-RA	0.763	GB10114-RA	45.7	GB10114-RA	373	364	0.397	0.209	0.487	0.485	0.477	0.228	0.174	0.231	0.362	0.284	0.319	0.11	0.34	0.292	0.41	0.201	0.158	0.118	XM_393807	0.18	chr11	4269384	4271513	XM_393807	2130	2130	1586	0.306103286	0.027242837	1.198352019	0.022545796	0.991739602	0.384615385	0.036708861	1.021159443	0.029113924	0.809885076	
GB10115	XM_396090	1491	415	0	1906	1491													FBgn0034567	2299	4	0.11484	0.20899	GB10115-RA	0.867	GB10115-RA	36.4	GB10115-RA	496	477	0.298	0.109	0.388	0.411	0.341	0.143	0.26	0.335	0.433	0.161	0.185	0.042	0.329	0.325	0.423	0.25	0.155	0.101	XM_396090	0.11	chr12	5409654	5411560	XM_396090	1907	1907	1554	0.256948086	0.009443861	0.583397195	0.016264428	1.004739613	0.297297297	0.011612903	0.535838619	0.019354839	0.893064365	
GB10116						354																		GB10116-RA	0.815	GB10116-RA	37.95	GB10116-RA	117	112	0.319	0.152	0.397	0.385	0.385	0.188	0.274	0.248	0.419	0.154	0.188	0.085	0.342	0.368	0.393	0.231	0.197	0.103																				
GB10117	XM_001120626					489													FBgn0033243	9541	5	0.86641	0.3974	GB10117-RA	0.652	GB10117-RA	54.02	GB10117-RA	162	156	0.424	0.5	0.388	0.463	0.29	0.519	0.228	0.272	0.259	0.198	0.16	0.253	0.309	0.438	0.222	0.265	0.13	0.265																				
GB10118	XM_391857	3324	27452	0	30776	2844	0.996030574	0.973694033	1.030275393	1.02294	0.032721527	0.5965	0.2663	0.4035	0.1865	0.7337	0.8135	NS	FBgn0040297	987	4	0.055898	0.44875	GB10118-RA	0.595	GB10118-RA	55.47	GB10118-RA	947	908	0.493	0.606	0.441	0.484	0.375	0.622	0.203	0.32	0.197	0.183	0.219	0.323	0.314	0.305	0.181	0.301	0.156	0.299	XM_391857	0.3	chr10	9388226	9419002	XM_391857	30777	30777	28617	0.320076681	0.039251365	1.53253516	0.024077203	0.940073306	0.338749694	0.042175633	1.470166205	0.025900389	0.902840657	0.032721527
GB10119	XM_396254	2145	284073	0	286218	1512	0.988641623	1.138084911	0.873273466	0.868688806	-0.203088647	0.1337	0.8388	0.8663	0.9862	0.1612	0.0138	NS	FBgn0037188	2032	4	0.023621	0.027533	GB10119-RA	0.578	GB10119-RA	51.76	GB10119-RA	503	486	0.533	0.619	0.492	0.563	0.404	0.632	0.169	0.272	0.179	0.233	0.231	0.308	0.268	0.324	0.189	0.33	0.173	0.324	XM_396254	0.35	chr4	5905428	6191646	XM_396254	286219	281409	266248	0.35210672	0.050775059	1.638193945	0.028731547	0.926987545	0.36407034	0.053462017	1.613391851	0.030255274	0.913052206	0.203088647
GB10120						2085																		GB10120-RA	0.871	GB10120-RA	36.06	GB10120-RA	694	680	0.255	0.112	0.325	0.323	0.313	0.13	0.222	0.238	0.402	0.108	0.218	0.052	0.455	0.45	0.468	0.215	0.095	0.078																				
GB10121	XM_001121222					1020																		GB10121-RA	0.809	GB10121-RA	46.4	GB10121-RA	339	319	0.354	0.216	0.417	0.451	0.348	0.263	0.23	0.295	0.383	0.118	0.198	0.124	0.319	0.357	0.354	0.333	0.15	0.139																				
GB10122	XM_394038	1335	471	0	1806	1344																		GB10122-RA	0.599	GB10122-RA	58.9	GB10122-RA	447	426	0.519	0.589	0.486	0.548	0.4	0.609	0.19	0.273	0.199	0.188	0.219	0.298	0.262	0.327	0.192	0.36	0.181	0.311	XM_394038	0.37	chr14	626356	628162	XM_394038	1807	1757	1670	0.478656801	0.073504274	1.286053582	0.046723647	0.817491424	0.489820359	0.077430972	1.297908048	0.049219688	0.825026821	
