target_id	length	eff_length	est_counts	tpm
NR_039461.1	125	16.8266	0	0
NR_039462.1	88	14.6331	0	0
NR_039463.1	108	12.631	0	0
NR_039464.1	127	17.5036	1	3.54034
NR_039465.1	93	11.3247	0	0
NR_039466.1	105	12.2558	0	0
NR_039467.1	69	17.6471	0	0
NR_039468.1	96	11.8407	1	5.23354
NR_039469.1	86	14.5537	12	51.0952
NR_039470.1	122	16.002	0	0
NR_039471.1	129	18.1054	0	0
NR_039472.1	126	17.1832	0	0
NR_039473.1	97	11.4804	0	0
NR_039474.1	125	16.8266	0	0
NR_039475.1	117	14.6592	0	0
NR_039476.1	103	11.8393	0	0
NR_039477.1	87	14.1418	0	0
NR_039478.1	114	13.8602	0	0
NR_039479.1	110	13.0916	1	4.73347
NR_039480.1	135	20.2116	0	0
NR_039481.1	118	14.9701	0	0
NR_039482.1	114	13.8602	0	0
NR_039483.1	91	12.7363	0	0
NR_039484.1	126	17.1832	0	0
NR_039485.1	104	12.095	2	10.247
NR_039486.1	138	21.3531	0	0
NR_039487.1	113	13.6723	0	0
NR_039488.1	98	11.2256	0	0
NR_039489.1	98	11.2256	0	0
NR_039490.1	93	11.3247	0	0
NR_039491.1	127	17.5036	0	0
NR_039492.1	139	21.7808	0	0
NR_039493.1	125	16.8266	0	0
NR_039494.1	118	14.9701	0	0
NR_039495.1	137	20.9949	11	32.4678
NR_039496.1	116	14.4165	0	0
NR_039497.1	81	16.4474	0	0
NR_039498.1	93	11.3247	0	0
NR_039499.1	127	17.5036	0	0
NR_039500.1	82	16.2439	0	0
NR_039501.1	125	16.8266	0	0
NR_039502.1	138	21.3531	0	0
NR_039503.1	99	11.2921	0	0
NR_039504.1	93	11.3247	0	0
NR_039505.1	83	15.0211	0	0
NR_039506.1	87	14.1418	2	8.76393
NR_039507.1	114	13.8602	2	8.94201
NR_039508.1	140	22.179	0	0
NR_039509.1	109	12.9401	3	14.3666
NR_039510.1	140	22.179	0	0
NR_039511.1	128	17.8705	0	0
NR_039512.1	111	13.2971	0	0
NR_039513.1	129	18.1054	39	133.484
NR_039514.1	66	19.5	262	832.606
NR_039515.1	119	15.2068	2	8.15012
NR_039516.1	87	14.1418	0	0
NR_039517.1	96	11.8407	0	0
NR_039518.1	94	11.5464	13	69.7702
NR_039519.1	103	11.8393	0	0
NR_039520.1	134	19.7787	6758	21173.5
NR_039521.1	136	20.5735	2	6.02413
NR_039522.1	103	11.8393	0	0
NR_039523.1	73	17.2955	0	0
NR_039524.1	95	11.6667	0	0
NR_039525.1	107	12.4172	0	0
NR_039526.1	117	14.6592	0	0
NR_039527.1	85	14.7748	0	0
NR_039528.1	108	12.631	0	0
NR_039529.1	96	11.8407	0	0
NR_039530.1	135	20.2116	1	3.066
NR_039531.1	99	11.2921	0	0
NR_039532.1	82	16.2439	0	0
NR_039533.1	135	20.2116	0	0
NR_039534.1	86	14.5537	0	0
NR_039535.1	136	20.5735	1	3.01207
NR_048934.1	127	17.5036	0	0
NR_127302.1	98	11.2256	0	0
NR_127303.1	68	18.2581	4	13.5762
NR_127304.1	80	16.3056	0	0
NR_127305.1	70	18.6471	0	0
NR_127306.1	88	14.6331	0	0
NR_127307.1	163	34.3095	39	70.4407
NR_127308.1	89	14.56	1	4.2561
NR_127309.1	88	14.6331	0	0
NR_127310.1	87	14.1418	8	35.0557
NR_127311.1	75	16.5577	0	0
NR_127312.1	88	14.6331	0	0
NR_127313.1	79	16.2059	0	0
NR_127314.1	81	16.4474	1	3.7677
NR_127315.1	79	16.2059	0	0
NR_127316.1	79	16.2059	27	103.244
NR_127317.1	74	16.8542	3	11.0303
NR_127318.1	78	16.6774	4	14.8629
NR_127319.1	78	16.6774	0	0
NR_127320.1	82	16.2439	1	3.8149
NR_127321.1	82	16.2439	0	0
NR_127322.1	85	14.7748	0	0
NR_127323.1	75	16.5577	0	0
NR_127324.1	95	11.6667	0	0
NR_127325.1	81	16.4474	185	697.025
NR_127326.1	97	11.4804	0	0
NR_127327.1	76	17.2453	0	0
NR_127328.1	88	14.6331	196	830.029
NR_127329.1	89	14.56	9	38.3049
NR_127330.1	78	16.6774	0	0
NR_127331.1	78	16.6774	1	3.71573
NR_127332.1	75	16.5577	0	0
NR_127333.1	77	16.7586	61	225.561
NR_127334.1	66	19.5	6	19.0673
NR_127335.1	71	16.85	64	235.371
NR_127336.1	79	16.2059	0	0
NR_127337.1	84	14.9902	0	0
NR_127338.1	73	17.2955	11	39.4125
NR_127339.1	85	14.7748	0	0
NR_127340.1	76	17.2453	275	988.179
NR_127341.1	84	14.9902	0	0
NR_127342.1	78	16.6774	68	252.67
NR_127343.1	91	12.7363	0	0
NR_127344.1	82	16.2439	0	0
NR_127345.1	90	13.48	0	0
NR_127346.1	94	11.5464	108	579.63
NR_127347.1	85	14.7748	0	0
NR_127348.1	75	16.5577	5	18.713
NR_127349.1	86	14.5537	0	0
NR_127350.1	83	15.0211	0	0
NR_127351.1	77	16.7586	0	0
NR_127352.1	78	16.6774	0	0
NR_127353.1	95	11.6667	3	15.9348
NR_127354.1	82	16.2439	1	3.8149
NR_127355.1	94	11.5464	0	0
NR_127356.1	81	16.4474	3	11.3031
NR_127357.1	100	11.3035	0	0
NR_127358.1	73	17.2955	0	0
NR_127359.1	82	16.2439	14	53.4085
NR_127360.1	81	16.4474	5	18.8385
NR_127361.1	94	11.5464	0	0
NR_127362.1	80	16.3056	6	22.8028
NR_127363.1	75	16.5577	0	0
NR_127364.1	76	17.2453	74	265.91
NR_127365.1	85	14.7748	152	637.523
NR_127366.1	81	16.4474	0	0
NR_127367.1	81	16.4474	0	0
NR_127368.1	88	14.6331	2	8.46968
NR_127369.1	78	16.6774	0	0
NR_127370.1	79	16.2059	126	481.805
NR_127371.1	73	17.2955	7	25.0807
NR_127372.1	81	16.4474	0	0
NR_127373.1	85	14.7748	0	0
NR_127374.1	86	14.5537	0	0
NR_127375.1	70	18.6471	1	3.32325
NR_127376.1	89	14.56	0	0
NR_127377.1	78	16.6774	2	7.43146
NR_130405.1	134	19.7787	0	0
NR_130406.1	71	16.85	0	0
NR_130407.1	85	14.7748	0	0
NR_130408.1	80	16.3056	0	0
NR_130409.1	76	17.2453	10	35.9338
NR_130410.1	75	16.5577	28	104.793
XM_001119823.4	1344	1175.21	69	3.63837
XM_001119824.4	1002	833.211	2311	171.877
XM_001119826.4	622	453.476	10386.1	1419.3
XM_001119829.4	688	519.338	10	1.19323
XM_001119831.4	3373	3204.21	6.58544	0.127361
XM_001119832.4	1390	1221.21	2.09842e-06	1.06482e-07
XM_001119836.4	5299	5130.21	256.844	3.10246
XM_001119842.4	657	488.338	99.6266	12.6424
XM_001119845.4	1024	855.211	1757	127.313
XM_001119847.4	2272	2103.21	445.455	13.1248
XM_001119855.4	2010	1841.21	1464.47	49.289
XM_001119858.4	1073	904.211	8	0.548269
XM_001119871.4	3887	3718.21	231.93	3.86541
XM_001119873.3	1161	992.211	0	0
XM_001119879.4	606	437.476	471	66.7174
XM_001119882.4	4014	3845.21	51.1263	0.823943
XM_001119883.3	963	794.211	2481	193.582
XM_001119884.4	1035	866.211	142	10.1587
XM_001119885.4	1045	876.211	3548	250.927
XM_001119891.4	1063	894.211	638	44.2134
XM_001119895.4	669	500.338	2141.1	265.184
XM_001119896.4	550	381.555	7.23749	1.17545
XM_001119897.4	667	498.338	154	19.15
XM_001119898.4	1788	1619.21	517	19.7861
XM_001119899.4	637	468.385	250	33.0758
XM_001119900.4	729	560.285	1469	162.475
XM_001119904.3	3621	3452.21	89.297	1.60292
XM_001119906.4	5018	4849.21	576.18	7.3631
XM_001119907.4	1311	1142.21	716	38.8454
XM_001119908.4	1323	1154.21	246	13.2076
XM_001119910.4	1962	1793.21	915	31.6201
XM_001119912.4	3581	3412.21	38	0.690114
XM_001119914.4	747	578.285	96	10.2873
XM_001119915.4	2540	2371.21	2369.97	61.9363
XM_001119916.3	1912	1743.21	1412.85	50.2249
XM_001119919.3	831	662.285	790	73.9189
XM_001119921.4	1253	1084.21	342.965	19.6024
XM_001119928.4	1635	1466.21	93	3.93061
XM_001119929.4	1535	1366.21	19.3415	0.877297
XM_001119931.4	5071	4902.21	2298	29.049
XM_001119937.4	767	598.285	909	94.1519
XM_001119944.4	595	426.476	109.026	15.8419
XM_001119946.3	848	679.285	3	0.27368
XM_001119951.4	3716	3547.21	30535.8	533.451
XM_001119958.4	2902	2733.21	1993.07	45.1878
XM_001119959.4	1756	1587.21	385.145	15.0371
XM_001119960.4	583	414.476	1215.38	181.713
XM_001119962.4	6389	6220.21	31361.6	312.439
XM_001119963.4	3141	2972.21	1591	33.1714
XM_001119965.4	5004	4835.21	178.685	2.29005
XM_001119966.4	4422	4253.21	264	3.84645
XM_001119967.4	1322	1153.21	123.803	6.65269
XM_001119971.4	2706	2537.21	557.759	13.6227
XM_001119973.3	1221	1052.21	1242	73.1462
XM_001119975.4	5066	4897.21	616.105	7.79613
XM_001119976.4	2406	2237.21	89	2.46522
XM_001119981.4	2406	2237.21	200.436	5.55191
XM_001119982.4	2146	1977.21	1019	31.937
XM_001119986.4	1245	1076.21	648	37.3122
XM_001119992.4	3753	3584.21	741.906	12.8271
XM_001119993.4	1899	1730.21	11.2269	0.402102
XM_001119995.4	3221	3052.21	86.6387	1.75902
XM_001119997.3	806	637.285	25.9015	2.51863
XM_001119998.4	849	680.285	897	81.7099
XM_001120000.4	850	681.285	26.3315	2.39508
XM_001120006.4	965	796.211	82	6.38203
XM_001120007.4	1143	974.211	539	34.2854
XM_001120009.4	706	537.285	77.0191	8.88315
XM_001120011.4	878	709.285	3875	338.551
XM_001120012.4	637	468.385	717	94.8613
XM_001120014.4	516	347.664	237	42.2437
XM_001120016.4	832	663.285	214.903	20.0778
XM_001120018.2	1157	988.211	1439.71	90.2813
XM_001120019.4	1745	1576.21	576.514	22.6657
XM_001120020.4	1056	887.211	3	0.20954
XM_001120023.4	646	477.338	0	0
XM_001120025.4	1956	1787.21	3773	130.823
XM_001120029.4	1155	986.211	0	0
XM_001120030.4	3918	3749.21	5.72592e-06	9.46409e-08
XM_001120032.4	2183	2014.21	125	3.84572
XM_001120033.4	3007	2838.21	1227	26.79
XM_001120034.4	503	334.867	262	48.4844
XM_001120035.4	4680	4511.21	714.058	9.80875
XM_001120037.4	3305	3136.21	641	12.6656
XM_001120039.2	1088	919.211	10	0.674152
XM_001120040.4	1448	1279.21	851	41.225
XM_001120043.4	1476	1307.21	33.0953	1.56889
XM_001120045.4	4149	3980.21	820.642	12.7768
XM_001120052.3	1158	989.211	1	0.0626447
XM_001120054.4	1023	854.211	207	15.0168
XM_001120056.4	504	335.867	882	162.732
XM_001120059.4	1424	1255.21	559	27.5974
XM_001120061.4	5080	4911.21	1075.3	13.568
XM_001120067.4	1056	887.211	609	42.5367
XM_001120069.4	1179	1010.21	7316	448.781
XM_001120073.4	1216	1047.21	10.2668	0.607537
XM_001120083.4	1032	863.211	0.000351025	2.51996e-05
XM_001120086.4	952	783.211	430	34.0222
XM_001120088.4	2856	2687.21	30	0.691819
XM_001120089.4	2911	2742.21	800.984	18.1007
XM_001120092.4	2217	2048.21	13.2217	0.400023
XM_001120093.3	4140	3971.21	157.54	2.45834
XM_001120100.4	3030	2861.21	495.12	10.7234
XM_001120101.4	1622	1453.21	41	1.74835
XM_001120105.3	1956	1787.21	65.101	2.25728
XM_001120110.4	887	718.285	12.4088	1.07055
XM_001120111.4	3286	3117.21	0.508628	0.0101113
XM_001120112.4	1546	1377.21	0	0
XM_001120114.4	2904	2735.21	373	8.45067
XM_001120116.4	1618	1449.21	2	0.0855208
XM_001120123.4	960	791.211	50.8528	3.98287
XM_001120132.4	641	472.338	355.771	46.6757
XM_001120134.4	1130	961.211	497	32.0414
XM_001120137.4	1141	972.211	159	10.1347
XM_001120140.4	1137	968.211	19487.9	1247.29
XM_001120141.4	983	814.211	1168	88.8954
XM_001120146.4	916	747.211	420	34.8321
XM_001120148.4	933	764.211	169.327	13.7305
XM_001120149.4	1641	1472.21	773	32.5374
XM_001120151.3	1346	1177.21	739	38.9012
XM_001120153.4	2303	2134.21	554.951	16.1135
XM_001120154.4	6661	6492.21	1761.74	16.8159
XM_001120157.4	984	815.211	324	24.6291
XM_001120159.4	2349	2180.21	1320	37.5188
XM_001120160.4	1664	1495.21	220	9.11787
XM_001120164.4	754	585.285	374	39.5984
XM_001120165.4	7071	6902.21	482.894	4.33547
XM_001120173.3	591	422.476	663	97.2488
XM_001120174.4	1763	1594.21	15	0.583067
XM_001120177.4	5281	5112.21	577.912	7.00529
XM_001120178.4	2062	1893.21	810	26.513
XM_001120182.4	3135	2966.21	900	18.8024
XM_001120184.4	837	668.285	768	71.2152
XM_001120186.4	489	321.065	168	32.4257
XM_001120188.3	504	335.867	915	168.821
XM_001120192.4	1431	1262.21	196.125	9.62883
XM_001120193.3	521	352.629	0	0
XM_001120194.4	871	702.285	1576	139.064
XM_001120195.4	780	611.285	1115.99	113.133
XM_001120196.4	1139	970.211	287.559	18.3668
XM_001120198.4	3309	3140.21	4809.95	94.9195
XM_001120202.4	2315	2146.21	2094.69	60.4813
XM_001120208.4	2139	1970.21	0	0
XM_001120210.4	3703	3534.21	649	11.3796
XM_001120213.4	1877	1708.21	2371.31	86.0242
XM_001120215.4	1747	1578.21	535	21.0069
XM_001120217.4	1012	843.211	1058	77.754
XM_001120220.4	654	485.338	7	0.893772
XM_001120222.3	1658	1489.21	1	0.0416118
XM_001120224.4	2288	2119.21	618.375	18.0822
XM_001120227.4	1134	965.211	10	0.642023
XM_001120232.4	1189	1020.21	507	30.7958
XM_001120233.3	1450	1281.21	322	15.5743
XM_001120239.4	1628	1459.21	576	24.4612
XM_001120242.4	1031	862.211	2514.51	180.723
XM_001120244.4	1337	1168.21	344	18.2478
XM_001120245.4	1041	872.211	570.656	40.544
XM_001120246.4	672	503.338	394.568	48.5775
XM_001120250.4	1119	950.211	847	55.2378
XM_001120253.4	811	642.285	830	80.0799
XM_001120262.4	1217	1048.21	24827.9	1467.79
XM_001120263.3	476	308.224	11583	2328.78
XM_001120264.4	2380	2211.21	5779	161.955
XM_001120266.4	1298	1129.21	4	0.219512
XM_001120268.4	2747	2578.21	544.925	13.0976
XM_001120274.4	1548	1379.21	8589	385.909
XM_001120276.4	2356	2187.21	821	23.2609
XM_001120278.4	2493	2324.21	146.293	3.9005
XM_001120289.4	5479	5310.21	63.8657	0.745297
XM_001120291.4	1101	932.211	424	28.1854
XM_001120292.4	1831	1662.21	0	0
XM_001120293.4	810	641.285	6	0.579794
XM_001120296.4	2912	2743.21	148	3.3433
XM_001120297.4	3673	3504.21	2551.17	45.1152
XM_001120306.4	2042	1873.21	494.168	16.3479
XM_001120311.4	1282	1113.21	2345	130.538
XM_001120319.4	1272	1103.21	433	24.3222
XM_001120325.4	1406	1237.21	236	11.8207
XM_001120327.4	1035	866.211	409	29.2599
XM_001120328.4	5941	5772.21	128.316	1.37756
XM_001120329.4	561	392.517	272	42.9422
XM_001120336.4	2249	2080.21	1048	31.2196
XM_001120344.4	1376	1207.21	120.441	6.18249
XM_001120346.4	570	401.517	18	2.77806
XM_001120347.4	2820	2651.21	69127.3	1615.77
XM_001120350.4	1152	983.211	80.2266	5.05644
XM_001120351.3	765	596.285	87	9.04146
XM_001120353.4	2161	1992.21	269	8.36739
XM_001120355.4	867	698.285	1066	94.6015
XM_001120359.4	1066	897.211	624	43.0986
XM_001120360.4	632	463.385	11348	1517.58
XM_001120363.4	439	271.807	692.858	157.963
XM_001120364.4	732	563.285	20774	2285.42
XM_001120371.3	392	226.14	5	1.37014
XM_001120377.4	6216	6047.21	171.343	1.75584
XM_001120381.4	1214	1045.21	48	2.84584
XM_001120383.4	4558	4389.21	1982.73	27.9931
XM_001120384.4	2674	2505.21	412	10.1912
XM_001120386.4	2881	2712.21	602	13.7545
XM_001120390.4	1117	948.211	637.814	41.6833
XM_001120391.4	5547	5378.21	1674.12	19.2896
XM_001120393.4	1326	1157.21	71.119	3.80843
XM_001120395.4	1223	1054.21	28	1.6459
XM_001120401.4	863	694.285	100.385	8.95994
XM_001120403.4	509	340.766	4.05421	0.737263
XM_001120404.4	577	408.476	1569	238.029
XM_001120409.4	986	817.211	363.591	27.571
XM_001120412.4	878	709.285	1930	168.62
XM_001120413.4	991	822.211	1457	109.812
XM_001120416.4	3397	3228.21	2138	41.0411
XM_001120419.4	908	739.211	38185	3201.09
XM_001120425.4	2580	2411.21	198	5.08866
XM_001120426.4	5146	4977.21	901.871	11.2288
XM_001120428.3	5858	5689.21	0	0
XM_001120432.3	932	763.211	2	0.16239
XM_001120437.4	5801	5632.21	3001.21	33.021
XM_001120439.4	1606	1437.21	593	25.5686
XM_001120441.4	1824	1655.21	486	18.1952
XM_001120442.4	1829	1660.21	840	31.3537
XM_001120446.4	1451	1282.21	47.0803	2.27538
XM_001120447.4	1292	1123.21	236.445	13.0449
XM_001120448.4	1759	1590.21	329	12.8208
XM_001120449.4	1743	1574.21	55	2.16507
XM_001120450.3	3814	3645.21	413	7.02102
XM_001120452.4	4630	4461.21	2697	37.4629
XM_001120461.4	3490	3321.21	16.3246	0.304592
XM_001120471.4	1426	1257.21	27259.1	1343.62
XM_001120472.4	1314	1145.21	257	13.9066
XM_001120476.4	870	701.285	1122	99.1452
XM_001120478.4	1720	1551.21	6642	265.339
XM_001120479.4	613	444.476	732	102.055
XM_001120482.4	1226	1057.21	371	21.7463
XM_001120484.4	1947	1778.21	399	13.9047
XM_001120488.4	3767	3598.21	461	7.9394
XM_001120493.4	2501	2332.21	1579	41.9554
XM_001120497.4	614	445.476	197	27.404
XM_001120499.4	1476	1307.21	68	3.22356
XM_001120503.4	3752	3583.21	10.5079	0.181727
XM_001120510.4	2816	2647.21	290.98	6.81158
XM_001120512.4	4299	4130.21	1366	20.4952
XM_001120513.4	1679	1510.21	27.5871	1.13199
XM_001120518.4	715	546.285	122	13.8393
XM_001120519.4	1005	836.211	1778.01	131.762
XM_001120520.4	805	636.285	681	66.3237
XM_001120521.4	606	437.476	13714.7	1942.69
XM_001120524.4	554	385.555	9468	1521.75
XM_001120526.4	1312	1143.21	171	9.26921
XM_001120529.3	384	218.409	649	184.139
XM_001120530.4	375	209.95	394	116.293
XM_001120535.4	3395	3226.21	38949	748.129
XM_001120537.4	2335	2166.21	556.151	15.9098
XM_001120540.4	1276	1107.21	216.062	12.0926
XM_001120545.4	775	606.285	113.269	11.5773
XM_001120551.4	722	553.285	249	27.8884
XM_001120555.4	1802	1633.21	113565	4308.99
XM_001120556.4	1640	1471.21	492.107	20.728
XM_001120557.4	1125	956.211	210.82	13.6626
XM_001120560.4	564	395.517	542	84.9195
XM_001120565.4	1966	1797.21	43.6673	1.50567
XM_001120568.4	356	192.068	2137	689.481
XM_001120572.4	542	373.555	783	129.891
XM_001120574.4	1339	1170.21	706.501	37.4129
XM_001120576.4	2452	2283.21	759.877	20.6239
XM_001120578.4	3184	3015.21	1241.52	25.5158
XM_001120579.4	844	675.285	447	41.0198
XM_001120581.4	1684	1515.21	333	13.619
XM_001120583.4	1314	1145.21	400	21.6445
XM_001120589.4	1806	1637.21	54.0715	2.04662
XM_001120594.4	2219	2050.21	797	24.0898
XM_001120599.4	752	583.285	1029	109.322
XM_001120601.4	1355	1186.21	432	22.5681
XM_001120606.4	973	804.211	344.621	26.5549
XM_001120607.4	787	618.285	717.592	71.922
XM_001120608.3	806	637.285	239.501	23.2888
XM_001120611.4	1029	860.211	5	0.360195
XM_001120612.3	981	812.211	674	51.4238
XM_001120613.4	947	778.211	105	8.36113
XM_001120618.4	5182	5013.21	238.462	2.94765
XM_001120619.4	1852	1683.21	1153	42.4487
XM_001120622.4	4075	3906.21	375.876	5.96295
XM_001120626.3	2230	2061.21	432.217	12.9943
XM_001120633.4	2182	2013.21	3476	106.995
XM_001120634.4	1292	1123.21	332.871	18.3649
XM_001120635.4	2568	2399.21	137.732	3.55747
XM_001120636.4	608	439.476	1760	248.171
XM_001120642.4	901	732.285	1780	150.631
XM_001120644.4	2673	2504.21	25.2092	0.623822
XM_001120649.4	783	614.285	527	53.1636
XM_001120652.4	1409	1240.21	995	49.7165
XM_001120653.4	573	404.476	536	82.1192
XM_001120657.4	1825	1656.21	79.4871	2.97409
XM_001120658.4	4258	4089.21	275	4.16741
XM_001120659.4	1548	1379.21	283	12.7154
XM_001120660.4	2363	2194.21	0	0
XM_001120664.4	2499	2330.21	6.24539	0.166088
XM_001120665.4	448	280.752	4	0.882899
XM_001120666.4	1035	866.211	286	20.4605
XM_001120667.4	3044	2875.21	916	19.7424
XM_001120669.4	1907	1738.21	15	0.534764
XM_001120670.4	1591	1422.21	146	6.36154
XM_001120674.4	2930	2761.21	1432.09	32.1399
XM_001120677.4	1527	1358.21	11.6353	0.530865
XM_001120678.4	4510	4341.21	1363.18	19.4588
XM_001120679.4	2189	2020.21	145	4.44779
XM_001120680.4	1393	1224.21	0	0
XM_001120684.4	2528	2359.21	1402.2	36.8312
XM_001120685.4	634	465.385	231	30.759
XM_001120689.4	2173	2004.21	311.856	9.64238
XM_001120690.4	826	657.285	596	56.1909
XM_001120691.4	3873	3704.21	1648	27.5699
XM_001120695.4	451	283.695	4129	901.917
XM_001120697.4	1771	1602.21	486	18.7971
XM_001120698.4	2829	2660.21	17	0.39601
XM_001120701.4	5184	5015.21	317.89	3.9279
XM_001120703.4	2499	2330.21	13	0.345717
XM_001120705.4	3284	3115.21	0	0
XM_001120710.3	2519	2350.21	2319	61.1459
XM_001120712.4	4104	3935.21	1180	18.5818
XM_001120720.4	2851	2682.21	1061	24.5129
XM_001120724.4	560	391.517	9	1.42451
XM_001120727.4	2512	2343.21	829.701	21.9423
XM_001120728.4	544	375.555	1264	208.567
XM_001120731.4	4102	3933.21	114.254	1.8001
XM_001120735.4	726	557.285	4047	450.017
XM_001120738.4	5402	5233.21	0	0
XM_001120746.4	1170	1001.21	192.799	11.9331
XM_001120751.4	2973	2804.21	0	0
XM_001120754.4	1569	1400.21	382	16.9061
XM_001120755.4	4331	4162.21	113.431	1.68882
XM_001120757.4	7628	7459.21	1911	15.876
XM_001120760.4	1338	1169.21	506	26.8183
XM_001120765.4	1472	1303.21	170.349	8.10023
XM_001120770.4	2465	2296.21	1186	32.0071
XM_001120773.4	1503	1334.21	400	18.5784
XM_001120774.4	855	686.285	24	2.16711
XM_001120779.4	1067	898.211	830	57.2628
XM_001120785.4	7506	7337.21	366.505	3.09543
XM_001120788.4	2735	2566.21	838	20.236
XM_001120790.4	2816	2647.21	365	8.54432
XM_001120792.4	2420	2251.21	3	0.0825806
XM_001120795.4	1642	1473.21	0	0
XM_001120796.4	501	332.934	76.5027	14.2394
XM_001120797.4	423	256.147	0	0
XM_001120800.4	498	329.967	121	22.7241
XM_001120801.4	1125	956.211	5299.58	343.448
XM_001120804.4	3592	3423.21	0	0
XM_001120805.4	1593	1424.21	51.2946	2.23188
XM_001120808.4	2106	1937.21	121.916	3.89994
XM_001120809.4	4121	3952.21	45.7103	0.716716
XM_001120810.4	2745	2576.21	663.018	15.9484
XM_001120814.4	2666	2497.21	223	5.53379
XM_001120815.4	1958	1789.21	53.4187	1.85014
XM_001120817.4	2314	2145.21	20186	583.114
XM_001120820.4	567	398.517	402.412	62.5746
XM_001120821.4	1520	1351.21	246.077	11.2855
XM_001120824.4	3591	3422.21	729.244	13.205
XM_001120829.4	6183	6014.21	1356.55	13.9775
XM_001120831.4	1528	1359.21	572.525	26.1024
XM_001120832.4	1614	1445.21	468	20.0672
XM_001120835.4	1893	1724.21	0	0
XM_001120836.4	3752	3583.21	767.657	13.276
XM_001120838.4	603	434.476	37.3119	5.32175
XM_001120842.4	1545	1376.21	1269	57.1413
XM_001120845.4	747	578.285	265.97	28.5013
XM_001120846.4	1234	1065.21	1015	59.0478
XM_001120848.4	843	674.285	69	6.34131
XM_001120852.4	980	811.211	4.0631	0.310382
XM_001120853.4	2991	2822.21	0	0
XM_001120854.4	905	736.285	109.91	9.25051
XM_001120855.4	480	312.193	66.9779	13.2948
XM_001120871.4	8109	7940.21	942.249	7.35371
XM_001120874.3	1941	1772.21	566	19.7913
XM_001120877.4	1427	1258.21	702	34.5746
XM_001120879.3	2903	2734.21	493	11.1735
XM_001120883.4	1009	840.211	88.5139	6.52824
XM_001120885.4	1247	1078.21	599	34.4268
XM_001120887.3	1687	1518.21	29237.9	1193.4
XM_001120888.4	643	474.338	388	50.6894
XM_001120889.4	481	313.193	577	114.166
XM_001120892.4	530	361.629	2095.91	359.156
XM_001120893.4	4833	4664.21	0	0
XM_001120897.4	1279	1110.21	203	11.3309
XM_001120899.4	3703	3534.21	668	11.7127
XM_001120901.4	1484	1315.21	0	0
XM_001120910.4	3080	2911.21	245.696	5.22995
XM_001120911.4	2376	2207.21	661	18.558
XM_001120913.4	1215	1046.21	184.87	10.9502
XM_001120914.4	2384	2215.21	277	7.74886
XM_001120915.4	2027	1858.21	394	13.1394
XM_001120917.4	4058	3889.21	707	11.265
XM_001120920.4	706	537.285	270	31.141
XM_001120925.4	2086	1917.21	457.302	14.7811
XM_001120927.4	806	637.285	465.757	45.2897
XM_001120930.4	1305	1136.21	471	25.6883
XM_001120937.4	2860	2691.21	82	1.88816
XM_001120941.4	687	518.338	683	81.6546
XM_001120943.4	3294	3125.21	1198.21	23.759
XM_001120946.4	907	738.285	1	0.0839362
XM_001120948.4	2196	2027.21	0	0
XM_001120949.4	2726	2557.21	28	0.678523
XM_001120950.4	847	678.285	305.698	27.9289
XM_001120952.4	1444	1275.21	288.416	14.0156
XM_001120953.4	3287	3118.21	5810	115.463
XM_001120954.4	1450	1281.21	13	0.628776
XM_001120955.4	387	221.298	322	90.1678
XM_001120956.4	663	494.338	86	10.7807
XM_001120957.4	4783	4614.21	4788	64.3028
XM_001120958.4	1223	1054.21	1029	60.4869
XM_001120965.3	2487	2318.21	1386	37.0496
XM_001120969.4	6173	6004.21	940.654	9.70839
XM_001120972.4	2043	1874.21	379.554	12.5495
XM_001120973.4	2214	2045.21	82	2.48456
XM_001120974.4	3787	3618.21	237.458	4.06692
XM_001120975.4	815	646.285	580.595	55.6702
XM_001120980.4	3535	3366.21	729.294	13.4256
XM_001120981.4	3121	2952.21	388.351	8.15173
XM_001120982.4	4640	4471.21	250.954	3.4781
XM_001120990.4	1973	1804.21	91.5965	3.14604
XM_001120991.4	3316	3147.21	17	0.334731
XM_001120993.4	2033	1864.21	19.2531	0.639999
XM_001120999.4	448	280.752	3	0.662174
XM_001121000.4	2074	1905.21	3832.03	124.64
XM_001121007.4	2290	2121.21	2242.72	65.5184
XM_001121010.4	2366	2197.21	731.171	20.6215
